#K-Path(1/A) Energy-Level(eV)
# NKPTS & NBANDS:  99  48
# Band-Index    1
    3.14422    -17.148916
    3.10269    -17.143055
    3.06117    -17.125318
    3.01964    -17.095826
    2.97811    -17.054841
    2.93658    -17.002605
    2.89505    -16.939419
    2.85352    -16.865713
    2.81200    -16.781900
    2.77047    -16.688624
    2.72894    -16.586507
    2.68741    -16.476272
    2.64588    -16.358684
    2.60436    -16.234661
    2.56283    -16.105200
    2.52130    -15.971403
    2.47977    -15.834460
    2.43824    -15.695635
    2.39671    -15.556356
    2.35519    -15.418150
    2.31366    -15.282607
    2.27213    -15.151409
    2.23060    -15.026277
    2.18907    -14.908887
    2.14755    -14.800886
    2.10602    -14.703760
    2.06449    -14.618733
    2.02296    -14.546795
    1.98143    -14.488555
    1.93990    -14.444225
    1.89838    -14.413601
    1.85685    -14.396034
    1.81532    -14.390482
    1.81532    -14.390482
    1.79456    -14.391786
    1.77379    -14.395565
    1.75303    -14.401623
    1.73226    -14.409748
    1.71150    -14.419728
    1.69074    -14.431357
    1.66997    -14.444418
    1.64921    -14.458708
    1.62844    -14.474025
    1.60768    -14.490172
    1.58692    -14.506953
    1.56615    -14.524194
    1.54539    -14.541717
    1.52462    -14.559353
    1.50386    -14.576948
    1.48309    -14.594346
    1.46233    -14.611406
    1.44157    -14.627994
    1.42080    -14.643985
    1.40004    -14.659263
    1.37927    -14.673719
    1.35851    -14.687249
    1.33775    -14.699769
    1.31698    -14.711190
    1.29622    -14.721442
    1.27545    -14.730457
    1.25469    -14.738179
    1.23393    -14.744559
    1.21316    -14.749558
    1.19240    -14.753144
    1.17163    -14.755291
    1.15087    -14.755998
    1.15087    -14.755998
    1.11490    -14.764254
    1.07894    -14.788854
    1.04297    -14.829093
    1.00701    -14.883898
    0.97104    -14.951898
    0.93508    -15.031551
    0.89912    -15.121233
    0.86315    -15.219276
    0.82719    -15.324056
    0.79122    -15.434023
    0.75526    -15.547695
    0.71929    -15.663712
    0.68333    -15.780812
    0.64736    -15.897787
    0.61140    -16.013597
    0.57543    -16.127334
    0.53947    -16.238056
    0.50350    -16.345007
    0.46754    -16.447435
    0.43158    -16.544700
    0.39561    -16.636231
    0.35965    -16.721532
    0.32368    -16.800010
    0.28772    -16.871328
    0.25175    -16.935089
    0.21579    -16.991018
    0.17982    -17.038800
    0.14386    -17.078195
    0.10789    -17.109022
    0.07193    -17.131204
    0.03596    -17.144514
    0.00000    -17.148916

# Band-Index    2
    0.00000    -16.572996
    0.03596    -16.568956
    0.07193    -16.557012
    0.10789    -16.537149
    0.14386    -16.509449
    0.17982    -16.474060
    0.21579    -16.431081
    0.25175    -16.380865
    0.28772    -16.323647
    0.32368    -16.259700
    0.35965    -16.189377
    0.39561    -16.113018
    0.43158    -16.031128
    0.46754    -15.944191
    0.50350    -15.852748
    0.53947    -15.757466
    0.57543    -15.659044
    0.61140    -15.558230
    0.64736    -15.455916
    0.68333    -15.352970
    0.71929    -15.250402
    0.75526    -15.149288
    0.79122    -15.050910
    0.82719    -14.956506
    0.86315    -14.867444
    0.89912    -14.785121
    0.93508    -14.711005
    0.97104    -14.646555
    1.00701    -14.593112
    1.04297    -14.551705
    1.07894    -14.522726
    1.11490    -14.505817
    1.15087    -14.500305
    1.15087    -14.500305
    1.17163    -14.499788
    1.19240    -14.498222
    1.21316    -14.495609
    1.23393    -14.491976
    1.25469    -14.487349
    1.27545    -14.481771
    1.29622    -14.475289
    1.31698    -14.467956
    1.33775    -14.459838
    1.35851    -14.451000
    1.37927    -14.441522
    1.40004    -14.431478
    1.42080    -14.420959
    1.44157    -14.410054
    1.46233    -14.398854
    1.48309    -14.387458
    1.50386    -14.375961
    1.52462    -14.364464
    1.54539    -14.353070
    1.56615    -14.341879
    1.58692    -14.330996
    1.60768    -14.320529
    1.62844    -14.310573
    1.64921    -14.301241
    1.66997    -14.292637
    1.69074    -14.284866
    1.71150    -14.278028
    1.73226    -14.272225
    1.75303    -14.267554
    1.77379    -14.264109
    1.79456    -14.261981
    1.81532    -14.261250
    1.81532    -14.261250
    1.85685    -14.264306
    1.89838    -14.273889
    1.93990    -14.290604
    1.98143    -14.315204
    2.02296    -14.348915
    2.06449    -14.393795
    2.10602    -14.452191
    2.14755    -14.524752
    2.18907    -14.610031
    2.23060    -14.705913
    2.27213    -14.810375
    2.31366    -14.921593
    2.35519    -15.037838
    2.39671    -15.157444
    2.43824    -15.278873
    2.47977    -15.400631
    2.52130    -15.521342
    2.56283    -15.639755
    2.60436    -15.754717
    2.64588    -15.865110
    2.68741    -15.970053
    2.72894    -16.068632
    2.77047    -16.160028
    2.81200    -16.243578
    2.85352    -16.318684
    2.89505    -16.384779
    2.93658    -16.441507
    2.97811    -16.488414
    3.01964    -16.525289
    3.06117    -16.551745
    3.10269    -16.567657
    3.14422    -16.572996

# Band-Index    3
    3.14422    -15.492243
    3.10269    -15.489604
    3.06117    -15.481400
    3.01964    -15.467969
    2.97811    -15.449245
    2.93658    -15.425299
    2.89505    -15.396345
    2.85352    -15.362593
    2.81200    -15.324276
    2.77047    -15.281683
    2.72894    -15.235110
    2.68741    -15.184911
    2.64588    -15.131428
    2.60436    -15.075215
    2.56283    -15.016644
    2.52130    -14.956251
    2.47977    -14.894536
    2.43824    -14.832048
    2.39671    -14.769361
    2.35519    -14.707087
    2.31366    -14.645802
    2.27213    -14.586078
    2.23060    -14.528393
    2.18907    -14.473053
    2.14755    -14.420058
    2.10602    -14.369067
    2.06449    -14.320036
    2.02296    -14.274644
    1.98143    -14.235728
    1.93990    -14.205305
    1.89838    -14.184066
    1.85685    -14.171820
    1.81532    -14.167924
    1.81532    -14.167924
    1.79456    -14.168837
    1.77379    -14.171506
    1.75303    -14.175813
    1.73226    -14.181624
    1.71150    -14.188801
    1.69074    -14.197211
    1.66997    -14.206701
    1.64921    -14.217129
    1.62844    -14.228347
    1.60768    -14.240206
    1.58692    -14.252555
    1.56615    -14.265256
    1.54539    -14.278168
    1.52462    -14.291157
    1.50386    -14.304096
    1.48309    -14.316866
    1.46233    -14.329355
    1.44157    -14.341459
    1.42080    -14.353086
    1.40004    -14.364153
    1.37927    -14.374584
    1.35851    -14.384309
    1.33775    -14.393274
    1.31698    -14.401421
    1.29622    -14.408710
    1.27545    -14.415099
    1.25469    -14.420557
    1.23393    -14.425054
    1.21316    -14.428571
    1.19240    -14.431088
    1.17163    -14.432591
    1.15087    -14.433085
    1.15087    -14.433085
    1.11490    -14.437287
    1.07894    -14.449475
    1.04297    -14.468471
    1.00701    -14.493044
    0.97104    -14.522391
    0.93508    -14.556039
    0.89912    -14.593629
    0.86315    -14.634743
    0.82719    -14.678899
    0.79122    -14.725587
    0.75526    -14.774246
    0.71929    -14.824338
    0.68333    -14.875304
    0.64736    -14.926609
    0.61140    -14.977770
    0.57543    -15.028340
    0.53947    -15.077881
    0.50350    -15.125942
    0.46754    -15.172184
    0.43158    -15.216291
    0.39561    -15.257854
    0.35965    -15.296687
    0.32368    -15.332501
    0.28772    -15.365106
    0.25175    -15.394305
    0.21579    -15.419934
    0.17982    -15.441848
    0.14386    -15.459859
    0.10789    -15.473944
    0.07193    -15.484070
    0.03596    -15.490258
    0.00000    -15.492243

# Band-Index    4
    0.00000    -15.143936
    0.03596    -15.142192
    0.07193    -15.136697
    0.10789    -15.127715
    0.14386    -15.115223
    0.17982    -15.099223
    0.21579    -15.079795
    0.25175    -15.057097
    0.28772    -15.031227
    0.32368    -15.002332
    0.35965    -14.970617
    0.39561    -14.936249
    0.43158    -14.899487
    0.46754    -14.860484
    0.50350    -14.819707
    0.53947    -14.777373
    0.57543    -14.733818
    0.61140    -14.689409
    0.64736    -14.644573
    0.68333    -14.599721
    0.71929    -14.555292
    0.75526    -14.511782
    0.79122    -14.469694
    0.82719    -14.429527
    0.86315    -14.391818
    0.89912    -14.357039
    0.93508    -14.325701
    0.97104    -14.298264
    1.00701    -14.275132
    1.04297    -14.256690
    1.07894    -14.243248
    1.11490    -14.235075
    1.15087    -14.232340
    1.15087    -14.232340
    1.17163    -14.231939
    1.19240    -14.230716
    1.21316    -14.228672
    1.23393    -14.225824
    1.25469    -14.222191
    1.27545    -14.217799
    1.29622    -14.212680
    1.31698    -14.206869
    1.33775    -14.200412
    1.35851    -14.193352
    1.37927    -14.185745
    1.40004    -14.177645
    1.42080    -14.169118
    1.44157    -14.160230
    1.46233    -14.151053
    1.48309    -14.141666
    1.50386    -14.132145
    1.52462    -14.122575
    1.54539    -14.113044
    1.56615    -14.103641
    1.58692    -14.094458
    1.60768    -14.085592
    1.62844    -14.077129
    1.64921    -14.069172
    1.66997    -14.061817
    1.69074    -14.055158
    1.71150    -14.049288
    1.73226    -14.044301
    1.75303    -14.040283
    1.77379    -14.037321
    1.79456    -14.035495
    1.81532    -14.034871
    1.81532    -14.034871
    1.85685    -14.037479
    1.89838    -14.045518
    1.93990    -14.059164
    1.98143    -14.078400
    2.02296    -14.103065
    2.06449    -14.132898
    2.10602    -14.167563
    2.14755    -14.206658
    2.18907    -14.249732
    2.23060    -14.296263
    2.27213    -14.345692
    2.31366    -14.397423
    2.35519    -14.450852
    2.39671    -14.505366
    2.43824    -14.560398
    2.47977    -14.615352
    2.52130    -14.669724
    2.56283    -14.722997
    2.60436    -14.774694
    2.64588    -14.824363
    2.68741    -14.871594
    2.72894    -14.915975
    2.77047    -14.957308
    2.81200    -14.995045
    2.85352    -15.029005
    2.89505    -15.058908
    2.93658    -15.084597
    2.97811    -15.105801
    3.01964    -15.122460
    3.06117    -15.134329
    3.10269    -15.141564
    3.14422    -15.143936

# Band-Index    5
    3.14422    -8.072712
    3.10269    -8.065665
    3.06117    -8.043915
    3.01964    -8.008056
    2.97811    -7.958358
    2.93658    -7.895685
    2.89505    -7.820623
    2.85352    -7.734446
    2.81200    -7.638412
    2.77047    -7.534455
    2.72894    -7.424402
    2.68741    -7.310945
    2.64588    -7.197916
    2.60436    -7.090174
    2.56283    -6.994018
    2.52130    -6.918308
    2.47977    -6.872590
    2.43824    -6.863621
    2.39671    -6.890201
    2.35519    -6.941316
    2.31366    -7.002469
    2.27213    -7.061645
    2.23060    -7.110816
    2.18907    -7.144952
    2.14755    -7.160950
    2.10602    -7.157117
    2.06449    -7.133019
    2.02296    -7.090572
    1.98143    -7.061106
    1.93990    -7.112670
    1.89838    -7.155395
    1.85685    -7.180844
    1.81532    -7.189142
    1.81532    -7.189142
    1.79456    -7.187153
    1.77379    -7.181315
    1.75303    -7.171876
    1.73226    -7.159122
    1.71150    -7.143481
    1.69074    -7.125791
    1.66997    -7.109706
    1.64921    -7.124942
    1.62844    -7.178862
    1.60768    -7.238674
    1.58692    -7.299327
    1.56615    -7.359619
