#K-Path          Energy    tot
# NKPTS & NBANDS:  99  48
# Band-Index    1
    1.25469    -5.775681    0.621
    1.23393    -5.781329    0.623
    1.21316    -5.785749    0.624
    1.19240    -5.788917    0.626
    1.17163    -5.790759    0.627
    1.15087    -5.791349    0.626
    1.15087    -5.791349    0.626
    1.11490    -5.789428    0.627
    1.07894    -5.784238    0.625
    1.04297    -5.776330    0.623
    1.00701    -5.766631    0.619
    0.97104    -5.756134    0.611
    0.93508    -5.745298    0.594
    0.89912    -5.732922    0.556
    0.86315    -5.712144    0.462
    0.82719    -5.665874    0.285
    0.79122    -5.582549    0.147
    0.75526    -5.476351    0.086
    0.71929    -5.364239    0.049
    0.68333    -5.264102    0.020
    0.64736    -5.187793    0.041
    0.61140    -5.118931    0.106
    0.57543    -5.040120    0.185
    0.53947    -4.947084    0.256
    0.50350    -4.843114    0.309
    0.46754    -4.732836    0.341
    0.43158    -4.619941    0.358
    0.39561    -4.507371    0.364
    0.35965    -4.396033    0.364
    0.32368    -4.287582    0.361
    0.28772    -4.183331    0.355
    0.25175    -4.084377    0.349
    0.21579    -3.992243    0.341
    0.17982    -3.908289    0.336
    0.14386    -3.834435    0.329
    0.10789    -3.789566    0.862
    0.07193    -3.764052    0.006
    0.03596    -3.733813    0.003
    0.00000    -3.729060    0.003

# Band-Index    10
    0.00000    -3.715320    0.001
    0.03596    -3.722296    0.005
    0.07193    -3.724347    0.308
    0.10789    -3.772106    0.324
    0.14386    -3.757901    0.865
    0.17982    -3.716909    0.860
    0.21579    -3.667842    0.856
    0.25175    -3.609976    0.849
    0.28772    -3.545630    0.842
    0.32368    -3.607994    0.316
    0.35965    -3.764077    0.309
    0.39561    -3.921458    0.301
    0.43158    -4.079675    0.292
    0.46754    -4.238252    0.282
    0.50350    -4.396125    0.270
    0.53947    -4.552304    0.259
    0.57543    -4.704731    0.251
    0.61140    -4.850281    0.245
    0.64736    -4.982261    0.241
    0.68333    -5.084890    0.217
    0.71929    -5.146285    0.166
    0.75526    -5.182044    0.126
    0.79122    -5.209380    0.107
    0.82719    -5.235916    0.097
    0.86315    -5.264250    0.093
    0.89912    -5.294440    0.092
    0.93508    -5.325295    0.094
    0.97104    -5.355142    0.096
    1.00701    -5.382287    0.099
    1.04297    -5.405161    0.101
    1.07894    -5.422467    0.104
    1.11490    -5.433257    0.106
    1.15087    -5.436988    0.106
    1.15087    -5.436988    0.106
    1.17163    -5.436495    0.107
    1.19240    -5.434928    0.106
    1.21316    -5.432259    0.108
    1.23393    -5.428545    0.109
    1.25469    -5.423835    0.111
    1.27545    -5.418197    0.113
    1.29622    -5.411707    0.117
    1.31698    -5.404439    0.120
    1.33775    -5.396484    0.125
    1.35851    -5.387939    0.130
    1.37927    -5.378909    0.136
    1.40004    -5.369488    0.141
    1.42080    -5.359794    0.147
    1.44157    -5.349934    0.153
    1.46233    -5.340041    0.159
    1.48309    -5.330244    0.164
    1.50386    -5.320704    0.169
    1.52462    -5.311654    0.172
    1.54539    -5.303381    0.175
    1.56615    -5.296324    0.175
    1.58692    -5.291126    0.171
    1.60768    -5.288830    0.165
    1.62844    -5.291050    0.157
    1.64921    -5.300317    0.146
    1.66997    -5.319688    0.138
    1.69074    -5.350885    0.136
    1.71150    -5.391520    0.140
    1.73226    -5.436006    0.140
    1.75303    -5.478982    0.140
    1.77379    -5.516183    0.138
    1.79456    -5.542613    0.135
    1.81532    -5.552433    0.134
    1.81532    -5.552433    0.134
    1.85685    -5.514386    0.142
    1.89838    -5.429358    0.170
    1.93990    -5.339718    0.205
    1.98143    -5.266334    0.211
    2.02296    -5.210913    0.192
    2.06449    -5.171161    0.196
    2.10602    -5.147247    0.229
    2.14755    -5.137126    0.269
    2.18907    -5.137246    0.301
    2.23060    -5.143627    0.315
    2.27213    -5.152806    0.310
    2.31366    -5.161782    0.285
    2.35519    -5.167240    0.249
    2.39671    -5.161902    0.230
    2.43824    -5.092496    0.235
    2.47977    -4.906701    0.255
    2.52130    -4.709910    0.318
    2.56283    -4.514646    0.335
    2.60436    -4.333705    0.319
    2.64588    -4.172110    0.306
    2.68741    -4.023347    0.304
    2.72894    -3.877501    0.307
    2.77047    -3.730538    0.312
    2.81200    -3.580154    0.315
    2.85352    -3.542473    0.843
    2.89505    -3.613127    0.851
    2.93658    -3.677657    0.857
    2.97811    -3.731720    0.862
    3.01964    -3.775430    0.864
    3.06117    -3.738627    0.316
    3.10269    -3.723504    0.006
    3.14422    -3.715320    0.001

# Band-Index    11
    3.14422    -3.674381    0.313
    3.10269    -3.695186    0.313
    3.06117    -3.704550    0.007
    3.01964    -3.674949    0.004
    2.97811    -3.634011    0.004
    2.93658    -3.581947    0.004
    2.89505    -3.520051    0.004
    2.85352    -3.450629    0.014
    2.81200    -3.465096    0.832
    2.77047    -3.388444    0.818
    2.72894    -3.451643    0.783
    2.68741    -3.653819    0.782
    2.64588    -3.857671    0.753
    2.60436    -4.056104    0.679
    2.56283    -4.246945    0.563
    2.52130    -4.427552    0.474
    2.47977    -4.583372    0.432
    2.43824    -4.695944    0.397
    2.39671    -4.760667    0.346
    2.35519    -4.788327    0.292
    2.31366    -4.792193    0.246
    2.27213    -4.782066    0.220
    2.23060    -4.763979    0.216
    2.18907    -4.741098    0.231
    2.14755    -4.715204    0.272
    2.10602    -4.693551    0.376
    2.06449    -4.749695    0.570
    2.02296    -4.856181    0.518
    1.98143    -4.937579    0.456
    1.93990    -4.993498    0.425
    1.89838    -5.030530    0.439
    1.85685    -5.050040    0.485
    1.81532    -5.051770    0.584
    1.81532    -5.051770    0.584
    1.79456    -5.053972    0.516
    1.77379    -5.057511    0.458
    1.75303    -5.057850    0.446
    1.73226    -5.051871    0.455
    1.71150    -5.035541    0.477
    1.69074    -5.003392    0.503
    1.66997    -4.950596    0.524
    1.64921    -4.876637    0.533
    1.62844    -4.785737    0.534
    1.60768    -4.686373    0.527
    1.58692    -4.614871    0.522
    1.56615    -4.605275    0.545
    1.54539    -4.608084    0.563
    1.52462    -4.612099    0.581
    1.50386    -4.615151    0.600
    1.48309    -4.616404    0.619
    1.46233    -4.615466    0.640
    1.44157    -4.612162    0.661
    1.42080    -4.606500    0.684
    1.40004    -4.598599    0.705
    1.37927    -4.588712    0.726
    1.35851    -4.577180    0.745
    1.33775    -4.564456    0.764
    1.31698    -4.551031    0.778
    1.29622    -4.537482    0.790
    1.27545    -4.524345    0.798
    1.25469    -4.512181    0.802
    1.23393    -4.501475    0.804
    1.21316    -4.492520    0.802
    1.19240    -4.485824    0.802
    1.17163    -4.481343    0.800
    1.15087    -4.479663    0.801
    1.15087    -4.479663    0.801
    1.11490    -4.475852    0.801
    1.07894    -4.465020    0.801
    1.04297    -4.446841    0.799
    1.00701    -4.421489    0.799
    0.97104    -4.389064    0.798
    0.93508    -4.349600    0.798
    0.89912    -4.303224    0.797
    0.86315    -4.250289    0.795
    0.82719    -4.190786    0.794
    0.79122    -4.125207    0.792
    0.75526    -4.053428    0.791
    0.71929    -3.975978    0.788
    0.68333    -3.893143    0.786
    0.64736    -3.805346    0.782
    0.61140    -3.712882    0.778
    0.57543    -3.616622    0.774
    0.53947    -3.516255    0.766
    0.50350    -3.413896    0.757
    0.46754    -3.311476    0.735
    0.43158    -3.245239    0.717
    0.39561    -3.317224    0.802
    0.35965    -3.397820    0.820
    0.32368    -3.474190    0.832
    0.28772    -3.454827    0.235
    0.25175    -3.515024    0.009
    0.21579    -3.570935    0.006
    0.17982    -3.618419    0.004
    0.14386    -3.657623    0.004
    0.10789    -3.688222    0.004
    0.07193    -3.709653    0.016
    0.03596    -3.690270    0.314
    0.00000    -3.674381    0.313

# Band-Index    12
    0.00000    -2.376840    0.303
    0.03596    -2.482056    0.300
    0.07193    -2.600613    0.305
    0.10789    -2.729532    0.312
    0.14386    -2.866217    0.317
    0.17982    -3.007928    0.319
    0.21579    -3.153260    0.321
    0.25175    -3.302196    0.321
    0.28772    -3.450905    0.096
    0.32368    -3.382217    0.015
    0.35965    -3.306872    0.024
    0.39561    -3.227118    0.047
    0.43158    -3.194110    0.771
    0.46754    -3.225282    0.134
    0.50350    -3.321677    0.087
    0.53947    -3.417636    0.074
    0.57543    -3.511709    0.067
    0.61140    -3.602579    0.062
    0.64736    -3.689917    0.058
    0.68333    -3.772904    0.055
    0.71929    -3.851295    0.051
    0.75526    -3.924691    0.049
    0.79122    -3.992710    0.048
    0.82719    -4.054945    0.045
    0.86315    -4.111490    0.044
    0.89912    -4.161804    0.043
    0.93508    -4.205925    0.042
    0.97104    -4.243453    0.041
    1.00701    -4.274343    0.041
    1.04297    -4.298488    0.041
    1.07894    -4.315803    0.040
    1.11490    -4.326130    0.040
    1.15087    -4.329766    0.040
    1.15087    -4.329766    0.040
    1.17163    -4.331325    0.037
    1.19240    -4.335507    0.033
    1.21316    -4.341610    0.027
    1.23393    -4.349369    0.019
    1.25469    -4.358183    0.011
    1.27545    -4.367527    0.007
    1.29622    -4.376829    0.004
    1.31698    -4.385562    0.003
    1.33775    -4.393278    0.006
    1.35851    -4.399595    0.010
    1.37927    -4.404223    0.016
    1.40004    -4.406933    0.022
    1.42080    -4.407584    0.028
    1.44157    -4.406101    0.036
    1.46233    -4.402515    0.041
    1.48309    -4.397013    0.048
    1.50386    -4.390101    0.055
    1.52462    -4.383432    0.067
    1.54539    -4.385609    0.140
    1.56615    -4.441975    0.433
    1.58692    -4.537777    0.527
    1.60768    -4.578877    0.513
    1.62844    -4.595848    0.460
    1.64921    -4.631678    0.368
    1.66997    -4.693137    0.282
    1.69074    -4.767141    0.240
    1.71150    -4.840158    0.229
    1.73226    -4.904752    0.231
    1.75303    -4.957160    0.234
    1.77379    -4.995849    0.222
    1.79456    -5.020470    0.169
    1.81532    -5.029177    0.102
    1.81532    -5.029177    0.102
    1.85685    -5.008467    0.193
    1.89838    -4.964888    0.210
    1.93990    -4.895141    0.188
    1.98143    -4.794321    0.155
    2.02296    -4.679703    0.186
    2.06449    -4.635499    0.287
    2.10602    -4.579266    0.478
    2.14755    -4.449091    0.459
    2.18907    -4.433099    0.263
    2.23060    -4.442852    0.260
    2.27213    -4.446111    0.264
    2.31366    -4.440244    0.267
    2.35519    -4.423338    0.266
    2.39671    -4.393207    0.265
    2.43824    -4.347380    0.258
    2.47977    -4.282693    0.243
    2.52130    -4.194495    0.209
    2.56283    -4.075511    0.144
    2.60436    -3.920645    0.066
    2.64588    -3.737886    0.023
    2.68741    -3.544355    0.011
    2.72894    -3.352599    0.021
    2.77047    -3.300709    0.118
    2.81200    -3.373294    0.011
    2.85352    -3.424750    0.310
    2.89505    -3.267654    0.320
    2.93658    -3.108214    0.319
    2.97811    -2.947787    0.316
    3.01964    -2.789977    0.311
    3.06117    -2.636393    0.305
    3.10269    -2.497907    0.300
    3.14422    -2.376840    0.303

# Band-Index    13
    3.14422    -2.372564    0.382
    3.10269    -2.365697    0.561
    3.06117    -2.389008    0.562
    3.01964    -2.441166    0.518
    2.97811    -2.518305    0.583
    2.93658    -2.620308    0.658
    2.89505    -2.746121    0.732
    2.85352    -2.894803    0.771
    2.81200    -3.062713    0.787
    2.77047    -3.240364    0.695
    2.72894    -3.305797    0.806
    2.68741    -3.234285    0.794
    2.64588    -3.173894    0.776
    2.60436    -3.135127    0.756
    2.56283    -3.125223    0.735
    2.52130    -3.150953    0.715
    2.47977    -3.216019    0.695
    2.43824    -3.314077    0.679
    2.39671    -3.440048    0.666
    2.35519    -3.586079    0.653
    2.31366    -3.745406    0.640
    2.27213    -3.912664    0.626
    2.23060    -4.083241    0.609
    2.18907    -4.251630    0.579
    2.14755    -4.381098    0.340
    2.10602    -4.372440    0.217
    2.06449    -4.461450    0.050
    2.02296    -4.532806    0.223
    1.98143    -4.503586    0.337
    1.93990    -4.457316    0.391
    1.89838    -4.414614    0.430
    1.85685    -4.385397    0.455
    1.81532    -4.375519    0.463
    1.81532    -4.375519    0.463
    1.79456    -4.377769    0.462
    1.77379    -4.383982    0.457
    1.75303    -4.393057    0.450
    1.73226    -4.403534    0.439
    1.71150    -4.413458    0.423
    1.69074    -4.419683    0.393
    1.66997    -4.416016    0.339
    1.64921    -4.390598    0.241
    1.62844    -4.333800    0.121
    1.60768    -4.306472    0.058
    1.58692    -4.317145    0.092
    1.56615    -4.318535    0.189
    1.54539    -4.262468    0.484
    1.52462    -4.144744    0.558
    1.50386    -4.012885    0.572
    1.48309    -3.876708    0.576
    1.46233    -3.738875    0.580
    1.44157    -3.601051    0.584
    1.42080    -3.465876    0.584
    1.40004    -3.346744    0.567
    1.37927    -3.303176    0.547
    1.35851    -3.300234    0.538
    1.33775    -3.304472    0.529
    1.31698    -3.311476    0.519
    1.29622    -3.319918    0.510
    1.27545    -3.328951    0.502
    1.25469    -3.337935    0.495
    1.23393    -3.346281    0.488
    1.21316    -3.353402    0.482
    1.19240    -3.358882    0.479
    1.17163    -3.362233    0.476
    1.15087    -3.363373    0.474
    1.15087    -3.363373    0.474
    1.11490    -3.361317    0.475
    1.07894    -3.355369    0.474
    1.04297    -3.345292    0.473
    1.00701    -3.330901    0.471
    0.97104    -3.311951    0.469
    0.93508    -3.288129    0.467
    0.89912    -3.259088    0.464
    0.86315    -3.224644    0.462
    0.82719    -3.184460    0.458
    0.79122    -3.138572    0.455
    0.75526    -3.086954    0.450
    0.71929    -3.029900    0.446
    0.68333    -2.967804    0.443
    0.64736    -2.901350    0.440
    0.61140    -2.831470    0.438
    0.57543    -2.863645    0.747
    0.53947    -2.954710    0.762
    0.50350    -3.046250    0.776
    0.46754    -3.134040    0.766
    0.43158    -3.135081    0.168
    0.39561    -3.088337    0.744
    0.35965    -2.985887    0.737
    0.32368    -2.883330    0.719
    0.28772    -2.784256    0.693
    0.25175    -2.690381    0.663
    0.21579    -2.603268    0.635
    0.17982    -2.525762    0.617
    0.14386    -2.457523    0.632
    0.10789    -2.405311    0.690
    0.07193    -2.373755    0.705
    0.03596    -2.358826    0.767
    0.00000    -2.372564    0.382

# Band-Index    14
    0.00000    -2.352893    0.455
    0.03596    -2.352592    0.078
    0.07193    -2.363097    0.136
    0.10789    -2.394600    0.155
    0.14386    -2.439489    0.216
    0.17982    -2.498961    0.232
    0.21579    -2.569386    0.214
    0.25175    -2.649743    0.186
    0.28772    -2.736688    0.154
    0.32368    -2.828754    0.128
    0.35965    -2.924631    0.107
    0.39561    -3.022283    0.087
    0.43158    -3.115188    0.017
    0.46754    -3.044180    0.029
    0.50350    -2.951634    0.036
    0.53947    -2.855832    0.042
    0.57543    -2.761710    0.249
    0.61140    -2.773756    0.732
    0.64736    -2.686700    0.718
    0.68333    -2.602737    0.706
    0.71929    -2.523706    0.691
    0.75526    -2.581917    0.195
    0.79122    -2.641533    0.199
    0.82719    -2.695812    0.203
    0.86315    -2.744705    0.208
    0.89912    -2.787686    0.211
    0.93508    -2.824983    0.215
    0.97104    -2.856495    0.219
    1.00701    -2.882250    0.221
    1.04297    -2.902301    0.224
    1.07894    -2.916616    0.225
    1.11490    -2.925166    0.225
    1.15087    -2.928120    0.226
    1.15087    -2.928120    0.226
    1.17163    -2.928133    0.226
    1.19240    -2.928160    0.224
    1.21316    -2.928084    0.221
    1.23393    -2.928169    0.219
    1.25469    -2.928576    0.214
    1.27545    -2.929600    0.209
    1.29622    -2.931541    0.204
    1.31698    -2.934802    0.200
    1.33775    -2.941144    0.244
    1.35851    -3.041257    0.620
    1.37927    -3.168018    0.614
    1.40004    -3.260674    0.595
    1.42080    -3.287140    0.564
    1.44157    -3.319521    0.461
    1.46233    -3.397155    0.250
    1.48309    -3.509968    0.148
    1.50386    -3.633691    0.114
    1.52462    -3.760006    0.101
    1.54539    -3.885704    0.097
    1.56615    -4.008564    0.099
    1.58692    -4.125791    0.110
    1.60768    -4.231434    0.141
    1.62844    -4.278416    0.116
    1.64921    -4.264431    0.080
    1.66997    -4.246777    0.067
    1.69074    -4.229075    0.055
    1.71150    -4.212323    0.045
    1.73226    -4.197396    0.034
    1.75303    -4.185020    0.024
    1.77379    -4.175817    0.015
    1.79456    -4.170217    0.008
    1.81532    -4.168375    0.005
    1.81532    -4.168375    0.005
    1.85685    -4.175377    0.016
    1.89838    -4.195098    0.048
    1.93990    -4.224981    0.087
    1.98143    -4.261716    0.126
    2.02296    -4.301283    0.160
    2.06449    -4.339447    0.188
    2.10602    -4.308954    0.026
    2.14755    -4.141817    0.021
    2.18907    -3.971113    0.019
    2.23060    -3.801293    0.017
    2.27213    -3.635501    0.017
    2.31366    -3.476852    0.018
    2.35519    -3.329332    0.018
    2.39671    -3.198301    0.020
    2.43824    -3.090573    0.019
    2.47977    -3.013833    0.019
    2.52130    -2.973904    0.018
    2.56283    -2.970781    0.016
    2.60436    -3.001250    0.015
    2.64588    -3.055736    0.014
    2.68741    -3.127050    0.012
    2.72894    -3.204992    0.014
    2.77047    -3.165297    0.016
    2.81200    -2.994500    0.034
    2.85352    -2.839455    0.062
    2.89505    -2.702755    0.111
    2.93658    -2.586837    0.193
    2.97811    -2.493348    0.273
    3.01964    -2.425330    0.340
    3.06117    -2.382322    0.291
    3.10269    -2.359833    0.288
    3.14422    -2.352893    0.455

# Band-Index    15
    3.14422    -2.128698    0.030
    3.10269    -2.147965    0.405
    3.06117    -2.166804    0.468
    3.01964    -2.192419    0.480
    2.97811    -2.209279    0.480
    2.93658    -2.215134    0.478
    2.89505    -2.215170    0.477
    2.85352    -2.213137    0.479
    2.81200    -2.210070    0.481
    2.77047    -2.210686    0.485
    2.72894    -2.212498    0.491
    2.68741    -2.217095    0.499
    2.64588    -2.226563    0.510
    2.60436    -2.244071    0.522
    2.56283    -2.268574    0.537
    2.52130    -2.301627    0.555
    2.47977    -2.344811    0.573
    2.43824    -2.398600    0.594
    2.39671    -2.462499    0.614
    2.35519    -2.535315    0.633
    2.31366    -2.615777    0.648
    2.27213    -2.702684    0.661
    2.23060    -2.794543    0.669
    2.18907    -2.889918    0.672
    2.14755    -2.987107    0.675
    2.10602    -3.084236    0.675
    2.06449    -3.178962    0.675
    2.02296    -3.268541    0.680
    1.98143    -3.349681    0.687
    1.93990    -3.418612    0.700
    1.89838    -3.471357    0.715
    1.85685    -3.504499    0.729
    1.81532    -3.515774    0.734
    1.81532    -3.515774    0.734
    1.79456    -3.512985    0.733
    1.77379    -3.504863    0.730
    1.75303    -3.491980    0.727
    1.73226    -3.475129    0.722
    1.71150    -3.455281    0.717
    1.69074    -3.433439    0.712
    1.66997    -3.410552    0.705
    1.64921    -3.387541    0.696
    1.62844    -3.365130    0.686
    1.60768    -3.343904    0.673
    1.58692    -3.324223    0.657
    1.56615    -3.306377    0.639
    1.54539    -3.290421    0.621
    1.52462    -3.276173    0.596
    1.50386    -3.262932    0.565
    1.48309    -3.248598    0.513
    1.46233    -3.225728    0.395
    1.44157    -3.170833    0.170
    1.42080    -3.075344    0.059
    1.40004    -2.987128    0.082
    1.37927    -2.957103    0.145
    1.35851    -2.945415    0.163
    1.33775    -2.909750    0.555
    1.31698    -2.785148    0.612
    1.29622    -2.663053    0.621
    1.27545    -2.545773    0.627
    1.25469    -2.434378    0.633
    1.23393    -2.330066    0.636
    1.21316    -2.234603    0.639
    1.19240    -2.151672    0.638
    1.17163    -2.089523    0.632
    1.15087    -2.065074    0.629
    1.15087    -2.065074    0.629
    1.11490    -2.067822    0.629
    1.07894    -2.076790    0.631
    1.04297    -2.091884    0.633
    1.00701    -2.113269    0.636
    0.97104    -2.141174    0.641
    0.93508    -2.175767    0.645
    0.89912    -2.217051    0.651
    0.86315    -2.265423    0.658
    0.82719    -2.320167    0.665
    0.79122    -2.382156    0.673
    0.75526    -2.449663    0.683
    0.71929    -2.517436    0.195
    0.68333    -2.475356    0.065
    0.64736    -2.568329    0.061
    0.61140    -2.663133    0.056
    0.57543    -2.757773    0.238
    0.53947    -2.687288    0.437
    0.50350    -2.615834    0.438
    0.46754    -2.546636    0.440
    0.43158    -2.481946    0.443
    0.39561    -2.420170    0.446
    0.35965    -2.366904    0.451
    0.32368    -2.321036    0.457
    0.28772    -2.283583    0.462
    0.25175    -2.254270    0.468
    0.21579    -2.231849    0.475
    0.17982    -2.216168    0.483
    0.14386    -2.194742    0.490
    0.10789    -2.174080    0.483
    0.07193    -2.156879    0.459
    0.03596    -2.140291    0.367
    0.00000    -2.128698    0.030

# Band-Index    16
    0.00000    -2.097382    0.797
    0.03596    -2.073477    0.448
    0.07193    -2.019636    0.343
    0.10789    -1.961595    0.300
    0.14386    -1.911060    0.271
    0.17982    -1.872693    0.256
    0.21579    -1.842713    0.245
    0.25175    -1.828946    0.234
    0.28772    -1.829906    0.229
    0.32368    -1.843918    0.221
    0.35965    -1.871684    0.215
    0.39561    -1.911656    0.210
    0.43158    -1.962751    0.206
    0.46754    -2.021030    0.202
    0.50350    -2.086536    0.200
    0.53947    -2.156474    0.198
    0.57543    -2.229374    0.195
    0.61140    -2.303326    0.193
    0.64736    -2.377169    0.193
    0.68333    -2.448931    0.192
    0.71929    -2.385857    0.068
    0.75526    -2.300971    0.070
    0.79122    -2.221352    0.072
    0.82719    -2.148122    0.073
    0.86315    -2.082160    0.104
    0.89912    -2.036426    0.632
    0.93508    -1.995577    0.657
    0.97104    -1.948796    0.652
    1.00701    -1.900890    0.624
    1.04297    -1.863303    0.123
    1.07894    -1.842985    0.074
    1.11490    -1.831119    0.071
    1.15087    -1.827370    0.071
    1.15087    -1.827370    0.071
    1.17163    -1.855151    0.090
    1.19240    -1.912384    0.062
    1.21316    -1.985023    0.047
    1.23393    -2.068291    0.042
    1.25469    -2.159653    0.041
    1.27545    -2.257793    0.039
    1.29622    -2.361748    0.040
    1.31698    -2.470670    0.041
    1.33775    -2.583714    0.043
    1.35851    -2.699611    0.049
    1.37927    -2.815463    0.061
    1.40004    -2.915496    0.121
    1.42080    -2.956095    0.157
    1.44157    -2.974521    0.147
    1.46233    -2.991527    0.135
    1.48309    -3.009643    0.122
    1.50386    -3.029357    0.110
    1.52462    -3.050720    0.097
    1.54539    -3.073606    0.085
    1.56615    -3.097798    0.074
    1.58692    -3.122995    0.063
    1.60768    -3.148864    0.055
    1.62844    -3.174962    0.048
    1.64921    -3.200920    0.045
    1.66997    -3.226247    0.043
    1.69074    -3.250432    0.043
    1.71150    -3.272847    0.044
    1.73226    -3.292882    0.047
    1.75303    -3.309821    0.049
    1.77379    -3.322872    0.051
    1.79456    -3.331240    0.052
    1.81532    -3.334159    0.052
    1.81532    -3.334159    0.052
    1.85685    -3.321684    0.052
    1.89838    -3.284283    0.053
    1.93990    -3.225141    0.053
    1.98143    -3.149597    0.052
    2.02296    -3.062676    0.046
    2.06449    -2.968253    0.041
    2.10602    -2.869252    0.034
    2.14755    -2.767861    0.027
    2.18907    -2.665816    0.023
    2.23060    -2.564472    0.023
    2.27213    -2.465022    0.028
    2.31366    -2.368424    0.038
    2.35519    -2.275735    0.052
    2.39671    -2.187827    0.071
    2.43824    -2.105750    0.093
    2.47977    -2.031087    0.116
    2.52130    -1.965615    0.140
    2.56283    -1.910019    0.157
    2.60436    -1.863653    0.171
    2.64588    -1.825910    0.182
    2.68741    -1.798838    0.193
    2.72894    -1.781279    0.202
    2.77047    -1.774101    0.212
    2.81200    -1.775569    0.219
    2.85352    -1.788334    0.228
    2.89505    -1.810170    0.236
    2.93658    -1.844135    0.248
    2.97811    -1.886643    0.260
    3.01964    -1.940683    0.281
    3.06117    -1.998826    0.319
    3.10269    -2.063352    0.406
    3.14422    -2.097382    0.797

# Band-Index    17
    3.14422    -1.038790    0.314
    3.10269    -1.041952    0.314
    3.06117    -1.046490    0.311
    3.01964    -1.053260    0.312
    2.97811    -1.065493    0.309
    2.93658    -1.083274    0.307
    2.89505    -1.109665    0.300
    2.85352    -1.146630    0.330
    2.81200    -1.193341    0.328
    2.77047    -1.252456    0.324
    2.72894    -1.321815    0.314
    2.68741    -1.400718    0.296
    2.64588    -1.482811    0.260
    2.60436    -1.563710    0.193
    2.56283    -1.636798    0.087
    2.52130    -1.696118    0.011
    2.47977    -1.733259    0.018
    2.43824    -1.743839    0.059
    2.39671    -1.730867    0.106
    2.35519    -1.699529    0.148
    2.31366    -1.653297    0.180
    2.27213    -1.593652    0.199
    2.23060    -1.520966    0.204
    2.18907    -1.435880    0.186
    2.14755    -1.340205    0.142
    2.10602    -1.237572    0.076
    2.06449    -1.132721    0.025
    2.02296    -1.030376    0.008
    1.98143    -0.934889    0.006
    1.93990    -0.851812    0.006
    1.89838    -0.787304    0.005
    1.85685    -0.746912    0.005
    1.81532    -0.733613    0.004
    1.81532    -0.733613    0.004
    1.79456    -0.736773    0.005
    1.77379    -0.746081    0.005
    1.75303    -0.760884    0.007
    1.73226    -0.780395    0.010
    1.71150    -0.803762    0.012
    1.69074    -0.830153    0.017
    1.66997    -0.858663    0.025
    1.64921    -0.888795    0.035
    1.62844    -0.919913    0.053
    1.60768    -0.951559    0.078
    1.58692    -0.983352    0.116
    1.56615    -1.015299    0.169
    1.54539    -1.047363    0.242
    1.52462    -1.079650    0.326
    1.50386    -1.112157    0.413
    1.48309    -1.144856    0.491
    1.46233    -1.177671    0.554
    1.44157    -1.210616    0.601
    1.42080    -1.243818    0.636
    1.40004    -1.277516    0.662
    1.37927    -1.312038    0.681
    1.35851    -1.347773    0.694
    1.33775    -1.385183    0.703
    1.31698    -1.424691    0.709
    1.29622    -1.466749    0.712
    1.27545    -1.511717    0.714
    1.25469    -1.559798    0.712
    1.23393    -1.610851    0.708
    1.21316    -1.664090    0.701
    1.19240    -1.717187    0.686
    1.17163    -1.764283    0.658
    1.15087    -1.788964    0.678
    1.15087    -1.788964    0.678
    1.11490    -1.796584    0.675
    1.07894    -1.819752    0.667
    1.04297    -1.854979    0.614
    1.00701    -1.889560    0.112
    0.97104    -1.925674    0.084
    0.93508    -1.969474    0.085
    0.89912    -2.020513    0.117
    0.86315    -2.063146    0.656
    0.82719    -2.077930    0.697
    0.79122    -2.074933    0.709
    0.75526    -2.052897    0.713
    0.71929    -2.011814    0.705
    0.68333    -1.953481    0.676
    0.64736    -1.880557    0.614
    0.61140    -1.797234    0.525
    0.57543    -1.708088    0.436
    0.53947    -1.616701    0.373
    0.50350    -1.527069    0.340
    0.46754    -1.440296    0.326
    0.43158    -1.361433    0.322
    0.39561    -1.290901    0.322
    0.35965    -1.230711    0.325
    0.32368    -1.180389    0.327
    0.28772    -1.140418    0.330
    0.25175    -1.107317    0.300
    0.21579    -1.084850    0.305
    0.17982    -1.067885    0.310
    0.14386    -1.055362    0.310
    0.10789    -1.049112    0.311
    0.07193    -1.044105    0.311
    0.03596    -1.040660    0.315
    0.00000    -1.038790    0.314

# Band-Index    18
    0.00000    -0.099108    0.495
    0.03596    -0.113108    0.496
    0.07193    -0.160805    0.500
    0.10789    -0.198499    0.502
    0.14386    -0.249783    0.506
    0.17982    -0.315481    0.510
    0.21579    -0.395367    0.515
    0.25175    -0.487500    0.523
    0.28772    -0.582972    0.488
    0.32368    -0.697739    0.493
    0.35965    -0.821969    0.496
    0.39561    -0.953066    0.499
    0.43158    -1.088358    0.499
    0.46754    -1.223888    0.495
    0.50350    -1.356646    0.481
    0.53947    -1.482676    0.447
    0.57543    -1.598677    0.385
    0.61140    -1.699633    0.294
    0.64736    -1.782237    0.203
    0.68333    -1.844393    0.138
    0.71929    -1.885337    0.103
    0.75526    -1.905233    0.086
    0.79122    -1.905560    0.080
    0.82719    -1.888544    0.079
    0.86315    -1.857376    0.077
    0.89912    -1.815752    0.075
    0.93508    -1.768904    0.073
    0.97104    -1.720947    0.068
    1.00701    -1.676379    0.060
    1.04297    -1.638710    0.051
    1.07894    -1.610521    0.042
    1.11490    -1.593256    0.033
    1.15087    -1.587984    0.031
    1.15087    -1.587984    0.031
    1.17163    -1.574742    0.028
