#K-Path          Energy    tot
# NKPTS & NBANDS:  99  48
# Band-Index    1
    1.07894    -5.784238    0.092
    1.04297    -5.776330    0.092
    1.00701    -5.766631    0.091
    0.97104    -5.756134    0.094
    0.93508    -5.745298    0.103
    0.89912    -5.732922    0.134
    0.86315    -5.712144    0.216
    0.82719    -5.665874    0.379
    0.79122    -5.582549    0.509
    0.75526    -5.476351    0.569
    0.71929    -5.364239    0.611
    0.68333    -5.264102    0.642
    0.64736    -5.187793    0.626
    0.61140    -5.118931    0.573
    0.57543    -5.040120    0.503
    0.53947    -4.947084    0.438
    0.50350    -4.843114    0.388
    0.46754    -4.732836    0.356
    0.43158    -4.619941    0.335
    0.39561    -4.507371    0.323
    0.35965    -4.396033    0.315
    0.32368    -4.287582    0.308
    0.28772    -4.183331    0.302
    0.25175    -4.084377    0.296
    0.21579    -3.992243    0.288
    0.17982    -3.908289    0.279
    0.14386    -3.834435    0.268
    0.10789    -3.789566    0.009
    0.07193    -3.764052    0.821
    0.03596    -3.733813    0.830
    0.00000    -3.729060    0.834

# Band-Index    10
    0.00000    -3.715320    0.831
    0.03596    -3.722296    0.829
    0.07193    -3.724347    0.271
    0.10789    -3.772106    0.257
    0.14386    -3.757901    0.003
    0.17982    -3.716909    0.005
    0.21579    -3.667842    0.006
    0.25175    -3.609976    0.008
    0.28772    -3.545630    0.011
    0.32368    -3.607994    0.431
    0.35965    -3.764077    0.435
    0.39561    -3.921458    0.439
    0.43158    -4.079675    0.444
    0.46754    -4.238252    0.448
    0.50350    -4.396125    0.454
    0.53947    -4.552304    0.456
    0.57543    -4.704731    0.457
    0.61140    -4.850281    0.454
    0.64736    -4.982261    0.449
    0.68333    -5.084890    0.463
    0.71929    -5.146285    0.507
    0.75526    -5.182044    0.543
    0.79122    -5.209380    0.565
    0.82719    -5.235916    0.580
    0.86315    -5.264250    0.589
    0.89912    -5.294440    0.596
    0.93508    -5.325295    0.603
    0.97104    -5.355142    0.606
    1.00701    -5.382287    0.609
    1.04297    -5.405161    0.612
    1.07894    -5.422467    0.612
    1.11490    -5.433257    0.612
    1.15087    -5.436988    0.613
    1.15087    -5.436988    0.613
    1.17163    -5.436495    0.613
    1.19240    -5.434928    0.611
    1.21316    -5.432259    0.610
    1.23393    -5.428545    0.609
    1.25469    -5.423835    0.607
    1.27545    -5.418197    0.605
    1.29622    -5.411707    0.601
    1.31698    -5.404439    0.598
    1.33775    -5.396484    0.593
    1.35851    -5.387939    0.588
    1.37927    -5.378909    0.583
    1.40004    -5.369488    0.577
    1.42080    -5.359794    0.569
    1.44157    -5.349934    0.562
    1.46233    -5.340041    0.555
    1.48309    -5.330244    0.548
    1.50386    -5.320704    0.541
    1.52462    -5.311654    0.534
    1.54539    -5.303381    0.528
    1.56615    -5.296324    0.525
    1.58692    -5.291126    0.521
    1.60768    -5.288830    0.519
    1.62844    -5.291050    0.516
    1.64921    -5.300317    0.512
    1.66997    -5.319688    0.501
    1.69074    -5.350885    0.483
    1.71150    -5.391520    0.466
    1.73226    -5.436006    0.453
    1.75303    -5.478982    0.443
    1.77379    -5.516183    0.434
    1.79456    -5.542613    0.427
    1.81532    -5.552433    0.424
    1.81532    -5.552433    0.424
    1.85685    -5.514386    0.431
    1.89838    -5.429358    0.432
    1.93990    -5.339718    0.424
    1.98143    -5.266334    0.430
    2.02296    -5.210913    0.454
    2.06449    -5.171161    0.459
    2.10602    -5.147247    0.435
    2.14755    -5.137126    0.402
    2.18907    -5.137246    0.377
    2.23060    -5.143627    0.366
    2.27213    -5.152806    0.373
    2.31366    -5.161782    0.400
    2.35519    -5.167240    0.438
    2.39671    -5.161902    0.462
    2.43824    -5.092496    0.479
    2.47977    -4.906701    0.461
    2.52130    -4.709910    0.402
    2.56283    -4.514646    0.389
    2.60436    -4.333705    0.406
    2.64588    -4.172110    0.424
    2.68741    -4.023347    0.431
    2.72894    -3.877501    0.433
    2.77047    -3.730538    0.432
    2.81200    -3.580154    0.430
    2.85352    -3.542473    0.005
    2.89505    -3.613127    0.005
    2.93658    -3.677657    0.004
    2.97811    -3.731720    0.004
    3.01964    -3.775430    0.005
    3.06117    -3.738627    0.258
    3.10269    -3.723504    0.827
    3.14422    -3.715320    0.831

# Band-Index    11
    3.14422    -3.674381    0.237
    3.10269    -3.695186    0.248
    3.06117    -3.704550    0.824
    3.01964    -3.674949    0.829
    2.97811    -3.634011    0.827
    2.93658    -3.581947    0.824
    2.89505    -3.520051    0.819
    2.85352    -3.450629    0.802
    2.81200    -3.465096    0.007
    2.77047    -3.388444    0.013
    2.72894    -3.451643    0.026
    2.68741    -3.653819    0.021
    2.64588    -3.857671    0.042
    2.60436    -4.056104    0.107
    2.56283    -4.246945    0.213
    2.52130    -4.427552    0.293
    2.47977    -4.583372    0.327
    2.43824    -4.695944    0.349
    2.39671    -4.760667    0.385
    2.35519    -4.788327    0.427
    2.31366    -4.792193    0.463
    2.27213    -4.782066    0.483
    2.23060    -4.763979    0.484
    2.18907    -4.741098    0.464
    2.14755    -4.715204    0.417
    2.10602    -4.693551    0.293
    2.06449    -4.749695    0.055
    2.02296    -4.856181    0.123
    1.98143    -4.937579    0.205
    1.93990    -4.993498    0.254
    1.89838    -5.030530    0.251
    1.85685    -5.050040    0.208
    1.81532    -5.051770    0.109
    1.81532    -5.051770    0.109
    1.79456    -5.053972    0.178
    1.77379    -5.057511    0.235
    1.75303    -5.057850    0.249
    1.73226    -5.051871    0.238
    1.71150    -5.035541    0.210
    1.69074    -5.003392    0.170
    1.66997    -4.950596    0.132
    1.64921    -4.876637    0.107
    1.62844    -4.785737    0.093
    1.60768    -4.686373    0.093
    1.58692    -4.614871    0.118
    1.56615    -4.605275    0.120
    1.54539    -4.608084    0.116
    1.52462    -4.612099    0.110
    1.50386    -4.615151    0.102
    1.48309    -4.616404    0.092
    1.46233    -4.615466    0.082
    1.44157    -4.612162    0.072
    1.42080    -4.606500    0.060
    1.40004    -4.598599    0.049
    1.37927    -4.588712    0.038
    1.35851    -4.577180    0.028
    1.33775    -4.564456    0.020
    1.31698    -4.551031    0.016
    1.29622    -4.537482    0.013
    1.27545    -4.524345    0.013
    1.25469    -4.512181    0.015
    1.23393    -4.501475    0.021
    1.21316    -4.492520    0.026
    1.19240    -4.485824    0.031
    1.17163    -4.481343    0.036
    1.15087    -4.479663    0.036
    1.15087    -4.479663    0.036
    1.11490    -4.475852    0.036
    1.07894    -4.465020    0.037
    1.04297    -4.446841    0.037
    1.00701    -4.421489    0.037
    0.97104    -4.389064    0.038
    0.93508    -4.349600    0.039
    0.89912    -4.303224    0.040
    0.86315    -4.250289    0.041
    0.82719    -4.190786    0.042
    0.79122    -4.125207    0.044
    0.75526    -4.053428    0.046
    0.71929    -3.975978    0.048
    0.68333    -3.893143    0.051
    0.64736    -3.805346    0.055
    0.61140    -3.712882    0.058
    0.57543    -3.616622    0.063
    0.53947    -3.516255    0.070
    0.50350    -3.413896    0.080
    0.46754    -3.311476    0.101
    0.43158    -3.245239    0.109
    0.39561    -3.317224    0.033
    0.35965    -3.397820    0.020
    0.32368    -3.474190    0.015
    0.28772    -3.454827    0.533
    0.25175    -3.515024    0.818
    0.21579    -3.570935    0.822
    0.17982    -3.618419    0.827
    0.14386    -3.657623    0.829
    0.10789    -3.688222    0.830
    0.07193    -3.709653    0.808
    0.03596    -3.690270    0.244
    0.00000    -3.674381    0.237

# Band-Index    12
    0.00000    -2.376840    0.383
    0.03596    -2.482056    0.414
    0.07193    -2.600613    0.418
    0.10789    -2.729532    0.421
    0.14386    -2.866217    0.421
    0.17982    -3.007928    0.423
    0.21579    -3.153260    0.425
    0.25175    -3.302196    0.427
    0.28772    -3.450905    0.706
    0.32368    -3.382217    0.804
    0.35965    -3.306872    0.793
    0.39561    -3.227118    0.765
    0.43158    -3.194110    0.066
    0.46754    -3.225282    0.690
    0.50350    -3.321677    0.735
    0.53947    -3.417636    0.746
    0.57543    -3.511709    0.752
    0.61140    -3.602579    0.756
    0.64736    -3.689917    0.760
    0.68333    -3.772904    0.761
    0.71929    -3.851295    0.764
    0.75526    -3.924691    0.765
    0.79122    -3.992710    0.767
    0.82719    -4.054945    0.768
    0.86315    -4.111490    0.768
    0.89912    -4.161804    0.770
    0.93508    -4.205925    0.771
    0.97104    -4.243453    0.772
    1.00701    -4.274343    0.772
    1.04297    -4.298488    0.772
    1.07894    -4.315803    0.772
    1.11490    -4.326130    0.772
    1.15087    -4.329766    0.772
    1.15087    -4.329766    0.772
    1.17163    -4.331325    0.773
    1.19240    -4.335507    0.774
    1.21316    -4.341610    0.777
    1.23393    -4.349369    0.780
    1.25469    -4.358183    0.781
    1.27545    -4.367527    0.780
    1.29622    -4.376829    0.774
    1.31698    -4.385562    0.767
    1.33775    -4.393278    0.756
    1.35851    -4.399595    0.743
    1.37927    -4.404223    0.727
    1.40004    -4.406933    0.711
    1.42080    -4.407584    0.695
    1.44157    -4.406101    0.679
    1.46233    -4.402515    0.662
    1.48309    -4.397013    0.646
    1.50386    -4.390101    0.630
    1.52462    -4.383432    0.605
    1.54539    -4.385609    0.513
    1.56615    -4.441975    0.197
    1.58692    -4.537777    0.114
    1.60768    -4.578877    0.137
    1.62844    -4.595848    0.173
    1.64921    -4.631678    0.248
    1.66997    -4.693137    0.329
    1.69074    -4.767141    0.377
    1.71150    -4.840158    0.398
    1.73226    -4.904752    0.407
    1.75303    -4.957160    0.417
    1.77379    -4.995849    0.440
    1.79456    -5.020470    0.500
    1.81532    -5.029177    0.570
    1.81532    -5.029177    0.570
    1.85685    -5.008467    0.470
    1.89838    -4.964888    0.433
    1.93990    -4.895141    0.428
    1.98143    -4.794321    0.443
    2.02296    -4.679703    0.423
    2.06449    -4.635499    0.381
    2.10602    -4.579266    0.157
    2.14755    -4.449091    0.185
    2.18907    -4.433099    0.428
    2.23060    -4.442852    0.442
    2.27213    -4.446111    0.447
    2.31366    -4.440244    0.454
    2.35519    -4.423338    0.462
    2.39671    -4.393207    0.473
    2.43824    -4.347380    0.488
    2.47977    -4.282693    0.512
    2.52130    -4.194495    0.555
    2.56283    -4.075511    0.626
    2.60436    -3.920645    0.709
    2.64588    -3.737886    0.757
    2.68741    -3.544355    0.774
    2.72894    -3.352599    0.773
    2.77047    -3.300709    0.689
    2.81200    -3.373294    0.803
    2.85352    -3.424750    0.438
    2.89505    -3.267654    0.426
    2.93658    -3.108214    0.424
    2.97811    -2.947787    0.422
    3.01964    -2.789977    0.419
    3.06117    -2.636393    0.416
    3.10269    -2.497907    0.407
    3.14422    -2.376840    0.383

# Band-Index    13
    3.14422    -2.372564    0.427
    3.10269    -2.365697    0.279
    3.06117    -2.389008    0.287
    3.01964    -2.441166    0.331
    2.97811    -2.518305    0.265
    2.93658    -2.620308    0.188
    2.89505    -2.746121    0.109
    2.85352    -2.894803    0.062
    2.81200    -3.062713    0.038
    2.77047    -3.240364    0.124
    2.72894    -3.305797    0.012
    2.68741    -3.234285    0.011
    2.64588    -3.173894    0.013
    2.60436    -3.135127    0.014
    2.56283    -3.125223    0.015
    2.52130    -3.150953    0.017
    2.47977    -3.216019    0.018
    2.43824    -3.314077    0.019
    2.39671    -3.440048    0.020
    2.35519    -3.586079    0.021
    2.31366    -3.745406    0.022
    2.27213    -3.912664    0.025
    2.23060    -4.083241    0.032
    2.18907    -4.251630    0.055
    2.14755    -4.381098    0.325
    2.10602    -4.372440    0.454
    2.06449    -4.461450    0.555
    2.02296    -4.532806    0.434
    1.98143    -4.503586    0.325
    1.93990    -4.457316    0.261
    1.89838    -4.414614    0.212
    1.85685    -4.385397    0.178
    1.81532    -4.375519    0.167
    1.81532    -4.375519    0.167
    1.79456    -4.377769    0.170
    1.77379    -4.383982    0.177
    1.75303    -4.393057    0.188
    1.73226    -4.403534    0.203
    1.71150    -4.413458    0.226
    1.69074    -4.419683    0.261
    1.66997    -4.416016    0.321
    1.64921    -4.390598    0.416
    1.62844    -4.333800    0.522
    1.60768    -4.306472    0.584
    1.58692    -4.317145    0.559
    1.56615    -4.318535    0.467
    1.54539    -4.262468    0.156
    1.52462    -4.144744    0.072
    1.50386    -4.012885    0.058
    1.48309    -3.876708    0.055
    1.46233    -3.738875    0.053
    1.44157    -3.601051    0.053
    1.42080    -3.465876    0.058
    1.40004    -3.346744    0.091
    1.37927    -3.303176    0.137
    1.35851    -3.300234    0.147
    1.33775    -3.304472    0.155
    1.31698    -3.311476    0.164
    1.29622    -3.319918    0.171
    1.27545    -3.328951    0.178
    1.25469    -3.337935    0.184
    1.23393    -3.346281    0.189
    1.21316    -3.353402    0.194
    1.19240    -3.358882    0.197
    1.17163    -3.362233    0.198
    1.15087    -3.363373    0.199
    1.15087    -3.363373    0.199
    1.11490    -3.361317    0.199
    1.07894    -3.355369    0.198
    1.04297    -3.345292    0.196
    1.00701    -3.330901    0.195
    0.97104    -3.311951    0.193
    0.93508    -3.288129    0.190
    0.89912    -3.259088    0.189
    0.86315    -3.224644    0.186
    0.82719    -3.184460    0.184
    0.79122    -3.138572    0.182
    0.75526    -3.086954    0.181
    0.71929    -3.029900    0.180
    0.68333    -2.967804    0.180
    0.64736    -2.901350    0.181
    0.61140    -2.831470    0.181
    0.57543    -2.863645    0.047
    0.53947    -2.954710    0.042
    0.50350    -3.046250    0.037
    0.46754    -3.134040    0.056
    0.43158    -3.135081    0.650
    0.39561    -3.088337    0.097
    0.35965    -2.985887    0.104
    0.32368    -2.883330    0.124
    0.28772    -2.784256    0.150
    0.25175    -2.690381    0.181
    0.21579    -2.603268    0.210
    0.17982    -2.525762    0.228
    0.14386    -2.457523    0.216
    0.10789    -2.405311    0.159
    0.07193    -2.373755    0.149
    0.03596    -2.358826    0.087
    0.00000    -2.372564    0.427

# Band-Index    14
    0.00000    -2.352893    0.402
    0.03596    -2.352592    0.744
    0.07193    -2.363097    0.695
    0.10789    -2.394600    0.688
    0.14386    -2.439489    0.627
    0.17982    -2.498961    0.611
    0.21579    -2.569386    0.626
    0.25175    -2.649743    0.652
    0.28772    -2.736688    0.681
    0.32368    -2.828754    0.704
    0.35965    -2.924631    0.723
    0.39561    -3.022283    0.740
    0.43158    -3.115188    0.802
    0.46754    -3.044180    0.775
    0.50350    -2.951634    0.763
    0.53947    -2.855832    0.749
    0.57543    -2.761710    0.451
    0.61140    -2.773756    0.054
    0.64736    -2.686700    0.059
    0.68333    -2.602737    0.062
    0.71929    -2.523706    0.067
    0.75526    -2.581917    0.474
    0.79122    -2.641533    0.475
    0.82719    -2.695812    0.475
    0.86315    -2.744705    0.474
    0.89912    -2.787686    0.474
    0.93508    -2.824983    0.473
    0.97104    -2.856495    0.472
    1.00701    -2.882250    0.472
    1.04297    -2.902301    0.472
    1.07894    -2.916616    0.471
    1.11490    -2.925166    0.472
    1.15087    -2.928120    0.471
    1.15087    -2.928120    0.471
    1.17163    -2.928133    0.472
    1.19240    -2.928160    0.475
    1.21316    -2.928084    0.477
    1.23393    -2.928169    0.481
    1.25469    -2.928576    0.485
    1.27545    -2.929600    0.491
    1.29622    -2.931541    0.498
    1.31698    -2.934802    0.501
    1.33775    -2.941144    0.457
    1.35851    -3.041257    0.032
    1.37927    -3.168018    0.036
    1.40004    -3.260674    0.078
    1.42080    -3.287140    0.119
    1.44157    -3.319521    0.213
    1.46233    -3.397155    0.400
    1.48309    -3.509968    0.489
    1.50386    -3.633691    0.518
    1.52462    -3.760006    0.529
    1.54539    -3.885704    0.531
    1.56615    -4.008564    0.531
    1.58692    -4.125791    0.523
    1.60768    -4.231434    0.498
    1.62844    -4.278416    0.525
    1.64921    -4.264431    0.550
    1.66997    -4.246777    0.555
    1.69074    -4.229075    0.558
    1.71150    -4.212323    0.561
    1.73226    -4.197396    0.566
    1.75303    -4.185020    0.571
    1.77379    -4.175817    0.575
    1.79456    -4.170217    0.581
    1.81532    -4.168375    0.582
    1.81532    -4.168375    0.582
    1.85685    -4.175377    0.573
    1.89838    -4.195098    0.552
    1.93990    -4.224981    0.525
    1.98143    -4.261716    0.501
    2.02296    -4.301283    0.483
    2.06449    -4.339447    0.468
    2.10602    -4.308954    0.574
    2.14755    -4.141817    0.586
    2.18907    -3.971113    0.599
    2.23060    -3.801293    0.611
    2.27213    -3.635501    0.623
    2.31366    -3.476852    0.635
    2.35519    -3.329332    0.646
    2.39671    -3.198301    0.659
    2.43824    -3.090573    0.672
    2.47977    -3.013833    0.689
    2.52130    -2.973904    0.708
    2.56283    -2.970781    0.728
    2.60436    -3.001250    0.746
    2.64588    -3.055736    0.762
    2.68741    -3.127050    0.777
    2.72894    -3.204992    0.785
    2.77047    -3.165297    0.787
    2.81200    -2.994500    0.777
    2.85352    -2.839455    0.759
    2.89505    -2.702755    0.718
    2.93658    -2.586837    0.646
    2.97811    -2.493348    0.572
    3.01964    -2.425330    0.511
    3.06117    -2.382322    0.561
    3.10269    -2.359833    0.565
    3.14422    -2.352893    0.402

# Band-Index    15
    3.14422    -2.128698    0.779
    3.10269    -2.147965    0.417
    3.06117    -2.166804    0.341
    3.01964    -2.192419    0.309
    2.97811    -2.209279    0.288
    2.93658    -2.215134    0.271
    2.89505    -2.215170    0.253
    2.85352    -2.213137    0.237
    2.81200    -2.210070    0.223
    2.77047    -2.210686    0.209
    2.72894    -2.212498    0.195
    2.68741    -2.217095    0.181
    2.64588    -2.226563    0.166
    2.60436    -2.244071    0.151
    2.56283    -2.268574    0.134
    2.52130    -2.301627    0.116
    2.47977    -2.344811    0.097
    2.43824    -2.398600    0.078
    2.39671    -2.462499    0.060
    2.35519    -2.535315    0.044
    2.31366    -2.615777    0.031
    2.27213    -2.702684    0.022
    2.23060    -2.794543    0.019
    2.18907    -2.889918    0.018
    2.14755    -2.987107    0.021
    2.10602    -3.084236    0.027
    2.06449    -3.178962    0.032
    2.02296    -3.268541    0.036
    1.98143    -3.349681    0.037
    1.93990    -3.418612    0.034
    1.89838    -3.471357    0.026
    1.85685    -3.504499    0.018
    1.81532    -3.515774    0.016
    1.81532    -3.515774    0.016
    1.79456    -3.512985    0.016
    1.77379    -3.504863    0.016
    1.75303    -3.491980    0.017
    1.73226    -3.475129    0.017
    1.71150    -3.455281    0.018
    1.69074    -3.433439    0.019
    1.66997    -3.410552    0.021
    1.64921    -3.387541    0.025
    1.62844    -3.365130    0.031
    1.60768    -3.343904    0.039
    1.58692    -3.324223    0.050
    1.56615    -3.306377    0.064
    1.54539    -3.290421    0.080
    1.52462    -3.276173    0.101
    1.50386    -3.262932    0.127
    1.48309    -3.248598    0.173
    1.46233    -3.225728    0.279
    1.44157    -3.170833    0.483
    1.42080    -3.075344    0.590
    1.40004    -2.987128    0.599
    1.37927    -2.957103    0.555
    1.35851    -2.945415    0.538
    1.33775    -2.909750    0.100
    1.31698    -2.785148    0.046
    1.29622    -2.663053    0.042
    1.27545    -2.545773    0.040
    1.25469    -2.434378    0.040
    1.23393    -2.330066    0.041
    1.21316    -2.234603    0.044
    1.19240    -2.151672    0.050
    1.17163    -2.089523    0.060
    1.15087    -2.065074    0.066
    1.15087    -2.065074    0.066
    1.11490    -2.067822    0.066
    1.07894    -2.076790    0.066
    1.04297    -2.091884    0.067
    1.00701    -2.113269    0.068
    0.97104    -2.141174    0.067
    0.93508    -2.175767    0.068
    0.89912    -2.217051    0.069
    0.86315    -2.265423    0.068
    0.82719    -2.320167    0.069
    0.79122    -2.382156    0.067
    0.75526    -2.449663    0.067
    0.71929    -2.517436    0.471
    0.68333    -2.475356    0.701
    0.64736    -2.568329    0.712
    0.61140    -2.663133    0.724
    0.57543    -2.757773    0.466
    0.53947    -2.687288    0.184
    0.50350    -2.615834    0.188
    0.46754    -2.546636    0.192
    0.43158    -2.481946    0.199
    0.39561    -2.420170    0.207
    0.35965    -2.366904    0.216
    0.32368    -2.321036    0.227
    0.28772    -2.283583    0.239
    0.25175    -2.254270    0.252
    0.21579    -2.231849    0.267
    0.17982    -2.216168    0.280
    0.14386    -2.194742    0.294
    0.10789    -2.174080    0.319
    0.07193    -2.156879    0.357
    0.03596    -2.140291    0.456
    0.00000    -2.128698    0.779

# Band-Index    16
    0.00000    -2.097382    0.023
    0.03596    -2.073477    0.310
    0.07193    -2.019636    0.384
    0.10789    -1.961595    0.408
    0.14386    -1.911060    0.425
    0.17982    -1.872693    0.429
    0.21579    -1.842713    0.432
    0.25175    -1.828946    0.435
    0.28772    -1.829906    0.435
    0.32368    -1.843918    0.437
    0.35965    -1.871684    0.439
    0.39561    -1.911656    0.441
    0.43158    -1.962751    0.442
    0.46754    -2.021030    0.445
    0.50350    -2.086536    0.447
    0.53947    -2.156474    0.451
    0.57543    -2.229374    0.455
    0.61140    -2.303326    0.461
    0.64736    -2.377169    0.466
    0.68333    -2.448931    0.470
    0.71929    -2.385857    0.691
    0.75526    -2.300971    0.682
    0.79122    -2.221352    0.674
    0.82719    -2.148122    0.664
    0.86315    -2.082160    0.629
    0.89912    -2.036426    0.115
    0.93508    -1.995577    0.081
    0.97104    -1.948796    0.077
    1.00701    -1.900890    0.099
    1.04297    -1.863303    0.584
    1.07894    -1.842985    0.628
    1.11490    -1.831119    0.630
    1.15087    -1.827370    0.630
    1.15087    -1.827370    0.630
    1.17163    -1.855151    0.605
    1.19240    -1.912384    0.626
    1.21316    -1.985023    0.634
    1.23393    -2.068291    0.633
    1.25469    -2.159653    0.629
    1.27545    -2.257793    0.624
    1.29622    -2.361748    0.619
    1.31698    -2.470670    0.613
    1.33775    -2.583714    0.607
    1.35851    -2.699611    0.597
    1.37927    -2.815463    0.583
    1.40004    -2.915496    0.542
    1.42080    -2.956095    0.537
    1.44157    -2.974521    0.554
    1.46233    -2.991527    0.570
    1.48309    -3.009643    0.584
    1.50386    -3.029357    0.598
    1.52462    -3.050720    0.611
    1.54539    -3.073606    0.626
    1.56615    -3.097798    0.639
    1.58692    -3.122995    0.651
    1.60768    -3.148864    0.662
    1.62844    -3.174962    0.671
    1.64921    -3.200920    0.676
    1.66997    -3.226247    0.682
    1.69074    -3.250432    0.685
    1.71150    -3.272847    0.687
    1.73226    -3.292882    0.688
    1.75303    -3.309821    0.690
    1.77379    -3.322872    0.690
    1.79456    -3.331240    0.691
    1.81532    -3.334159    0.691
    1.81532    -3.334159    0.691
    1.85685    -3.321684    0.689
    1.89838    -3.284283    0.681
    1.93990    -3.225141    0.670
    1.98143    -3.149597    0.663
    2.02296    -3.062676    0.660
    2.06449    -2.968253    0.659
    2.10602    -2.869252    0.661
    2.14755    -2.767861    0.664
    2.18907    -2.665816    0.665
    2.23060    -2.564472    0.663
    2.27213    -2.465022    0.657
    2.31366    -2.368424    0.646
    2.35519    -2.275735    0.631
    2.39671    -2.187827    0.611
    2.43824    -2.105750    0.589
    2.47977    -2.031087    0.564
    2.52130    -1.965615    0.540
    2.56283    -1.910019    0.523
    2.60436    -1.863653    0.509
    2.64588    -1.825910    0.495
    2.68741    -1.798838    0.483
    2.72894    -1.781279    0.473
    2.77047    -1.774101    0.463
    2.81200    -1.775569    0.455
    2.85352    -1.788334    0.447
    2.89505    -1.810170    0.441
    2.93658    -1.844135    0.433
    2.97811    -1.886643    0.428
    3.01964    -1.940683    0.416
    3.06117    -1.998826    0.397
    3.10269    -2.063352    0.343
    3.14422    -2.097382    0.023

# Band-Index    17
    3.14422    -1.038790    0.450
    3.10269    -1.041952    0.453
    3.06117    -1.046490    0.458
    3.01964    -1.053260    0.461
    2.97811    -1.065493    0.467
    2.93658    -1.083274    0.475
    2.89505    -1.109665    0.487
    2.85352    -1.146630    0.461
    2.81200    -1.193341    0.470
    2.77047    -1.252456    0.478
    2.72894    -1.321815    0.493
    2.68741    -1.400718    0.515
    2.64588    -1.482811    0.555
    2.60436    -1.563710    0.626
    2.56283    -1.636798    0.733
    2.52130    -1.696118    0.812
    2.47977    -1.733259    0.809
    2.43824    -1.743839    0.770
    2.39671    -1.730867    0.722
    2.35519    -1.699529    0.679
    2.31366    -1.653297    0.646
    2.27213    -1.593652    0.624
    2.23060    -1.520966    0.621
    2.18907    -1.435880    0.638
    2.14755    -1.340205    0.683
    2.10602    -1.237572    0.748
    2.06449    -1.132721    0.801
    2.02296    -1.030376    0.820
    1.98143    -0.934889    0.824
    1.93990    -0.851812    0.824
    1.89838    -0.787304    0.826
    1.85685    -0.746912    0.828
    1.81532    -0.733613    0.829
    1.81532    -0.733613    0.829
    1.79456    -0.736773    0.829
    1.77379    -0.746081    0.828
    1.75303    -0.760884    0.825
    1.73226    -0.780395    0.823
    1.71150    -0.803762    0.817
    1.69074    -0.830153    0.811
    1.66997    -0.858663    0.801
    1.64921    -0.888795    0.787
    1.62844    -0.919913    0.768
    1.60768    -0.951559    0.739
    1.58692    -0.983352    0.696
    1.56615    -1.015299    0.639
    1.54539    -1.047363    0.563
    1.52462    -1.079650    0.474
    1.50386    -1.112157    0.382
    1.48309    -1.144856    0.300
    1.46233    -1.177671    0.231
    1.44157    -1.210616    0.180
    1.42080    -1.243818    0.140
    1.40004    -1.277516    0.109
    1.37927    -1.312038    0.085
    1.35851    -1.347773    0.066
    1.33775    -1.385183    0.052
    1.31698    -1.424691    0.041
    1.29622    -1.466749    0.032
    1.27545    -1.511717    0.027
    1.25469    -1.559798    0.022
    1.23393    -1.610851    0.020
    1.21316    -1.664090    0.024
    1.19240    -1.717187    0.034
    1.17163    -1.764283    0.055
    1.15087    -1.788964    0.031
    1.15087    -1.788964    0.031
    1.11490    -1.796584    0.034
    1.07894    -1.819752    0.045
    1.04297    -1.854979    0.101
    1.00701    -1.889560    0.597
    0.97104    -1.925674    0.629
    0.93508    -1.969474    0.633
    0.89912    -2.020513    0.607
    0.86315    -2.063146    0.098
    0.82719    -2.077930    0.069
    0.79122    -2.074933    0.066
    0.75526    -2.052897    0.070
    0.71929    -2.011814    0.085
    0.68333    -1.953481    0.121
    0.64736    -1.880557    0.185
    0.61140    -1.797234    0.277
    0.57543    -1.708088    0.369
    0.53947    -1.616701    0.432
    0.50350    -1.527069    0.465
    0.46754    -1.440296    0.479
    0.43158    -1.361433    0.482
    0.39561    -1.290901    0.480
    0.35965    -1.230711    0.475
    0.32368    -1.180389    0.468
    0.28772    -1.140418    0.462
    0.25175    -1.107317    0.486
    0.21579    -1.084850    0.476
    0.17982    -1.067885    0.470
    0.14386    -1.055362    0.464
    0.10789    -1.049112    0.459
    0.07193    -1.044105    0.456
    0.03596    -1.040660    0.451
    0.00000    -1.038790    0.450

# Band-Index    18
    0.00000    -0.099108    0.340
    0.03596    -0.113108    0.339
    0.07193    -0.160805    0.335
    0.10789    -0.198499    0.332
    0.14386    -0.249783    0.328
    0.17982    -0.315481    0.325
    0.21579    -0.395367    0.318
    0.25175    -0.487500    0.309
    0.28772    -0.582972    0.336
    0.32368    -0.697739    0.331
    0.35965    -0.821969    0.325
    0.39561    -0.953066    0.320
    0.43158    -1.088358    0.317
    0.46754    -1.223888    0.318
    0.50350    -1.356646    0.329
    0.53947    -1.482676    0.360
    0.57543    -1.598677    0.418
    0.61140    -1.699633    0.503
    0.64736    -1.782237    0.588
    0.68333    -1.844393    0.646
    0.71929    -1.885337    0.673
    0.75526    -1.905233    0.681
    0.79122    -1.905560    0.679
    0.82719    -1.888544    0.671
    0.86315    -1.857376    0.664
    0.89912    -1.815752    0.657
    0.93508    -1.768904    0.651
    0.97104    -1.720947    0.648
    1.00701    -1.676379    0.650
    1.04297    -1.638710    0.653
    1.07894    -1.610521    0.659
    1.11490    -1.593256    0.665
    1.15087    -1.587984    0.667
    1.15087    -1.587984    0.667
    1.17163    -1.574742    0.675
    1.19240    -1.540809    0.687
    1.21316    -1.499258    0.697
    1.23393    -1.456833    0.703
    1.25469    -1.416082    0.707
    1.27545    -1.377873    0.710
    1.29622    -1.342379    0.709
    1.31698    -1.309438    0.707
    1.33775    -1.278717    0.702
