#K-Path          Energy    tot
# NKPTS & NBANDS:  99  48
# Band-Index    1
    1.35851    -1.249847    0.693
    1.37927    -1.222386    0.680
    1.40004    -1.195802    0.662
    1.42080    -1.169652    0.637
    1.44157    -1.143410    0.602
    1.46233    -1.116610    0.553
    1.48309    -1.088691    0.491
    1.50386    -1.059177    0.413
    1.52462    -1.027666    0.326
    1.54539    -0.993930    0.241
    1.56615    -0.958024    0.169
    1.58692    -0.920198    0.114
    1.60768    -0.880972    0.076
    1.62844    -0.840810    0.050
    1.64921    -0.800566    0.033
    1.66997    -0.761063    0.022
    1.69074    -0.723277    0.013
    1.71150    -0.688103    0.009
    1.73226    -0.656814    0.006
    1.75303    -0.630629    0.004
    1.77379    -0.610739    0.002
    1.79456    -0.598244    0.002
    1.81532    -0.594001    0.002
    1.81532    -0.594001    0.002
    1.85685    -0.611590    0.002
    1.89838    -0.663986    0.003
    1.93990    -0.745478    0.003
    1.98143    -0.847156    0.002
    2.02296    -0.959428    0.003
    2.06449    -1.073222    0.020
    2.10602    -1.181081    0.071
    2.14755    -1.278615    0.136
    2.18907    -1.364794    0.180
    2.23060    -1.439786    0.198
    2.27213    -1.504265    0.193
    2.31366    -1.558922    0.174
    2.35519    -1.603705    0.144
    2.39671    -1.636967    0.105
    2.43824    -1.654903    0.062
    2.47977    -1.651197    0.025
    2.52130    -1.618399    0.021
    2.56283    -1.549638    0.095
    2.60436    -1.446228    0.193
    2.64588    -1.317444    0.258
    2.68741    -1.174380    0.292
    2.72894    -1.025252    0.313
    2.77047    -0.876798    0.324
    2.81200    -0.733310    0.331
    2.85352    -0.600739    0.338
    2.89505    -0.488577    0.309
    2.93658    -0.383542    0.319
    2.97811    -0.295182    0.325
    3.01964    -0.225464    0.331
    3.06117    -0.173682    0.334
    3.10269    -0.139293    0.338
    3.14422    -0.099108    0.340

# Band-Index    19
    3.14422    2.792441    0.735
    3.10269    2.803118    0.737
    3.06117    2.828303    0.736
    3.01964    2.842415    0.722
    2.97811    2.821045    0.701
    2.93658    2.728845    0.648
    2.89505    2.606559    0.600
    2.85352    2.476837    0.560
    2.81200    2.347503    0.527
    2.77047    2.223142    0.502
    2.72894    2.107443    0.484
    2.68741    2.002819    0.469
    2.64588    1.908620    0.462
    2.60436    1.827178    0.459
    2.56283    1.759622    0.457
    2.52130    1.707338    0.463
    2.47977    1.673982    0.461
    2.43824    1.661345    0.466
    2.39671    1.670748    0.473
    2.35519    1.701583    0.485
    2.31366    1.750613    0.503
    2.27213    1.811332    0.533
    2.23060    1.873236    0.579
    2.18907    1.922069    0.643
    2.14755    1.942001    0.719
    2.10602    1.923988    0.786
    2.06449    1.870983    0.835
    2.02296    1.794021    0.864
    1.98143    1.707197    0.878
    1.93990    1.623039    0.884
    1.89838    1.553751    0.888
    1.85685    1.508544    0.889
    1.81532    1.493094    0.889
    1.81532    1.493094    0.889
    1.79456    1.496882    0.888
    1.77379    1.508072    0.889
    1.75303    1.526112    0.889
    1.73226    1.550265    0.889
    1.71150    1.579655    0.890
    1.69074    1.613389    0.890
    1.66997    1.650450    0.891
    1.64921    1.690118    0.891
    1.62844    1.731491    0.893
    1.60768    1.773916    0.894
    1.58692    1.816497    0.894
    1.56615    1.858607    0.895
    1.54539    1.899841    0.896
    1.52462    1.939523    0.896
    1.50386    1.977374    0.897
    1.48309    2.012943    0.898
    1.46233    2.045966    0.899
    1.44157    2.076386    0.900
    1.42080    2.103536    0.901
    1.40004    2.127716    0.902
    1.37927    2.148567    0.903
    1.35851    2.166372    0.906
    1.33775    2.181021    0.908
    1.31698    2.192911    0.910
    1.29622    2.202069    0.913
    1.27545    2.209033    0.916
    1.25469    2.214054    0.919
    1.23393    2.217461    0.923
    1.21316    2.219848    0.925
    1.19240    2.221321    0.928
    1.17163    2.222751    0.931
    1.15087    2.223494    0.932
    1.15087    2.223494    0.932
    1.11490    2.226977    0.931
    1.07894    2.227434    0.927
    1.04297    2.225275    0.920
    1.00701    2.221731    0.909
    0.97104    2.217804    0.895
    0.93508    2.213668    0.878
    0.89912    2.209195    0.855
    0.86315    2.203555    0.828
    0.82719    2.194718    0.795
    0.79122    2.180605    0.755
    0.75526    2.155815    0.716
    0.71929    2.125018    0.679
    0.68333    2.094005    0.644
    0.64736    2.066376    0.612
    0.61140    2.046574    0.586
    0.57543    2.037997    0.563
    0.53947    2.043569    0.547
    0.50350    2.065197    0.535
    0.46754    2.103838    0.530
    0.43158    2.159448    0.528
    0.39561    2.232047    0.534
    0.35965    2.318328    0.547
    0.32368    2.417331    0.565
    0.28772    2.523757    0.590
    0.25175    2.632546    0.619
    0.21579    2.736603    0.660
    0.17982    2.824351    0.703
    0.14386    2.852170    0.722
    0.10789    2.834508    0.737
    0.07193    2.813735    0.736
    0.03596    2.796918    0.737
    0.00000    2.792441    0.735

# Band-Index    20
    0.00000    2.834016    0.718
    0.03596    2.835286    0.718
    0.07193    2.839970    0.719
    0.10789    2.846700    0.721
    0.14386    2.864335    0.735
    0.17982    2.867432    0.694
    0.21579    2.853499    0.643
    0.25175    2.810010    0.479
    0.28772    2.740006    0.347
    0.32368    2.671273    0.310
    0.35965    2.610508    0.304
    0.39561    2.558209    0.307
    0.43158    2.511479    0.316
    0.46754    2.465294    0.680
    0.50350    2.428758    0.656
    0.53947    2.398788    0.360
    0.57543    2.356403    0.396
    0.61140    2.315698    0.430
    0.64736    2.271812    0.478
    0.68333    2.232797    0.526
    0.71929    2.204917    0.573
    0.75526    2.193886    0.620
    0.79122    2.207952    0.656
    0.82719    2.246475    0.692
    0.86315    2.305394    0.722
    0.89912    2.374603    0.754
    0.93508    2.449373    0.785
    0.97104    2.523258    0.813
    1.00701    2.592563    0.837
    1.04297    2.652259    0.855
    1.07894    2.699062    0.868
    1.11490    2.729998    0.875
    1.15087    2.742924    0.875
    1.15087    2.742924    0.875
    1.17163    2.743921    0.875
    1.19240    2.746465    0.876
    1.21316    2.750864    0.874
    1.23393    2.757153    0.873
    1.25469    2.765601    0.868
    1.27545    2.776111    0.858
    1.29622    2.788623    0.841
    1.31698    2.802918    0.799
    1.33775    2.817774    0.706
    1.35851    2.830724    0.504
    1.37927    2.830913    0.261
    1.40004    2.810679    0.124
    1.42080    2.776101    0.065
    1.44157    2.733092    0.039
    1.46233    2.684190    0.026
    1.48309    2.630886    0.018
    1.50386    2.573999    0.014
    1.52462    2.514139    0.011
    1.54539    2.452017    0.009
    1.56615    2.388217    0.007
    1.58692    2.323528    0.004
    1.60768    2.258670    0.004
    1.62844    2.194438    0.003
    1.64921    2.132034    0.002
    1.66997    2.072482    0.002
    1.69074    2.016962    0.001
    1.71150    1.966605    0.001
    1.73226    1.922830    0.001
    1.75303    1.886944    0.000
    1.77379    1.860212    0.000
    1.79456    1.843687    0.000
    1.81532    1.838097    0.000
    1.81532    1.838097    0.000
    1.85685    1.860559    0.000
    1.89838    1.924907    0.001
    1.93990    2.020897    0.003
    1.98143    2.133527    0.011
    2.02296    2.245289    0.025
    2.06449    2.340315    0.054
    2.10602    2.408418    0.105
    2.14755    2.449288    0.174
    2.18907    2.468710    0.237
    2.23060    2.464464    0.271
    2.27213    2.426872    0.278
    2.31366    2.356372    0.285
    2.35519    2.272258    0.299
    2.39671    2.197063    0.313
    2.43824    2.142275    0.325
    2.47977    2.112969    0.334
    2.52130    2.117082    0.338
    2.56283    2.142402    0.347
    2.60436    2.183863    0.350
    2.64588    2.242352    0.356
    2.68741    2.314401    0.358
    2.72894    2.395727    0.360
    2.77047    2.484986    0.362
    2.81200    2.579341    0.381
    2.85352    2.677545    0.447
    2.89505    2.765909    0.584
    2.93658    2.818451    0.683
    2.97811    2.863288    0.706
    3.01964    2.868796    0.731
    3.06117    2.841918    0.719
    3.10269    2.836006    0.719
    3.14422    2.834016    0.718

# Band-Index    21
    3.14422    3.052427    0.753
    3.10269    3.039702    0.767
    3.06117    3.002287    0.756
    3.01964    2.938745    0.731
    2.97811    2.916501    0.734
    2.93658    2.884309    0.196
    2.89505    2.802584    0.341
    2.85352    2.756420    0.516
    2.81200    2.724729    0.611
    2.77047    2.696760    0.656
    2.72894    2.643810    0.518
    2.68741    2.596223    0.549
    2.64588    2.578012    0.567
    2.60436    2.576473    0.741
    2.56283    2.494974    0.762
    2.52130    2.461689    0.769
    2.47977    2.465759    0.785
    2.43824    2.481102    0.810
    2.39671    2.500505    0.840
    2.35519    2.523842    0.871
    2.31366    2.554824    0.896
    2.27213    2.604673    0.901
    2.23060    2.686485    0.885
    2.18907    2.793572    0.863
    2.14755    2.919709    0.834
    2.10602    3.045144    0.750
    2.06449    3.119538    0.789
    2.02296    3.101848    0.601
    1.98143    3.068178    0.601
    1.93990    3.038164    0.598
    1.89838    3.013922    0.597
    1.85685    2.997683    0.596
    1.81532    2.991727    0.594
    1.81532    2.991727    0.594
    1.79456    2.993343    0.594
    1.77379    2.998303    0.596
    1.75303    3.006834    0.596
    1.73226    3.019155    0.595
    1.71150    3.035438    0.596
    1.69074    3.055832    0.596
    1.66997    3.080407    0.595
    1.64921    3.109314    0.595
    1.62844    3.142548    0.594
    1.60768    3.180070    0.593
    1.58692    3.221237    0.592
    1.56615    3.244833    0.835
    1.54539    3.202108    0.781
    1.52462    3.152676    0.830
    1.50386    3.112339    0.836
    1.48309    3.073699    0.838
    1.46233    3.037318    0.834
    1.44157    3.004230    0.825
    1.42080    2.975189    0.802
    1.40004    2.953495    0.748
    1.37927    2.944833    0.613
    1.35851    2.955852    0.372
    1.33775    2.978781    0.172
    1.31698    3.003658    0.081
    1.29622    3.027654    0.041
    1.27545    3.050314    0.023
    1.25469    3.070977    0.013
    1.23393    3.090217    0.008
    1.21316    3.108872    0.006
    1.19240    3.125573    0.005
    1.17163    3.141177    0.006
    1.15087    3.154666    0.006
    1.15087    3.154666    0.006
    1.11490    3.163674    0.008
    1.07894    3.157462    0.012
    1.04297    3.136276    0.020
    1.00701    3.100623    0.032
    0.97104    3.052339    0.049
    0.93508    2.995134    0.072
    0.89912    2.931772    0.100
    0.86315    2.866084    0.137
    0.82719    2.801726    0.176
    0.79122    2.730415    0.230
    0.75526    2.661782    0.284
    0.71929    2.591539    0.348
    0.68333    2.527605    0.412
    0.64736    2.473618    0.475
    0.61140    2.431654    0.536
    0.57543    2.412381    0.583
    0.53947    2.408362    0.629
    0.50350    2.434941    0.340
    0.46754    2.471130    0.328
    0.43158    2.524217    0.706
    0.39561    2.646852    0.734
    0.35965    2.761984    0.572
    0.32368    2.771002    0.576
    0.28772    2.859346    0.507
    0.25175    2.880002    0.432
    0.21579    2.918257    0.225
    0.17982    2.897595    0.735
    0.14386    2.917327    0.725
    0.10789    2.975862    0.750
    0.07193    3.019315    0.765
    0.03596    3.043099    0.767
    0.00000    3.052427    0.753

# Band-Index    22
    0.00000    3.108673    0.727
    0.03596    3.102572    0.719
    0.07193    3.085183    0.709
    0.10789    3.058677    0.694
    0.14386    3.023999    0.677
    0.17982    2.989952    0.128
    0.21579    2.947099    0.737
    0.25175    2.990629    0.050
    0.28772    2.876601    0.598
    0.32368    2.869008    0.669
    0.35965    2.816371    0.714
    0.39561    2.876978    0.557
    0.43158    2.877872    0.061
    0.46754    2.864792    0.110
    0.50350    2.910000    0.183
    0.53947    2.879067    0.397
    0.57543    2.800990    0.292
    0.61140    2.754087    0.221
    0.64736    2.730408    0.172
    0.68333    2.729744    0.138
    0.71929    2.746394    0.114
    0.75526    2.778614    0.100
    0.79122    2.813863    0.082
    0.82719    2.866749    0.076
    0.86315    2.924748    0.069
    0.89912    2.992655    0.067
    0.93508    3.064468    0.067
    0.97104    3.137562    0.067
    1.00701    3.210141    0.066
    1.04297    3.278708    0.065
    1.07894    3.338159    0.062
    1.11490    3.381047    0.060
    1.15087    3.401250    0.056
    1.15087    3.401250    0.056
    1.17163    3.411866    0.057
    1.19240    3.424852    0.057
    1.21316    3.440571    0.057
    1.23393    3.458702    0.056
    1.25469    3.479072    0.054
    1.27545    3.501464    0.051
    1.29622    3.525893    0.047
    1.31698    3.552170    0.044
    1.33775    3.580406    0.041
    1.35851    3.611872    0.043
    1.37927    3.657630    0.107
    1.40004    3.720899    0.419
    1.42080    3.687148    0.545
    1.44157    3.625197    0.576
    1.46233    3.559992    0.587
    1.48309    3.495924    0.592
    1.50386    3.434479    0.596
    1.52462    3.376133    0.602
    1.54539    3.313559    0.650
    1.56615    3.261958    0.594
    1.58692    3.281129    0.835
    1.60768    3.321606    0.829
    1.62844    3.361935    0.819
    1.64921    3.402340    0.778
    1.66997    3.449445    0.502
    1.69074    3.468985    0.100
    1.71150    3.453473    0.034
    1.73226    3.437238    0.018
    1.75303    3.424383    0.011
    1.77379    3.415403    0.009
    1.79456    3.410204    0.008
    1.81532    3.408521    0.008
    1.81532    3.408521    0.008
    1.85685    3.414485    0.008
    1.89838    3.428867    0.017
    1.93990    3.439756    0.067
    1.98143    3.371222    0.449
    2.02296    3.236956    0.742
    2.06449    3.136003    0.606
    2.10602    3.129056    0.667
    2.14755    3.167580    0.603
    2.18907    3.189987    0.600
    2.23060    3.175984    0.607
    2.27213    3.138215    0.616
    2.31366    3.086874    0.621
    2.35519    3.027276    0.624
    2.39671    2.965073    0.623
    2.43824    2.904760    0.621
    2.47977    2.847338    0.614
    2.52130    2.790871    0.602
    2.56283    2.715023    0.586
    2.60436    2.614783    0.576
    2.64588    2.622360    0.715
    2.68741    2.646445    0.696
    2.72894    2.670228    0.678
    2.77047    2.713930    0.480
    2.81200    2.812676    0.398
    2.85352    2.925847    0.282
    2.89505    2.988310    0.520
    2.93658    2.995329    0.604
    2.97811    2.987385    0.120
    3.01964    3.056431    0.679
    3.06117    3.083622    0.699
    3.10269    3.102143    0.714
    3.14422    3.108673    0.727

# Band-Index    23
    3.14422    3.119012    0.033
    3.10269    3.116984    0.019
    3.06117    3.123119    0.027
    3.01964    3.086840    0.075
    2.97811    3.023846    0.651
    2.93658    3.005924    0.735
    2.89505    3.004594    0.040
    2.85352    2.961884    0.043
    2.81200    2.928557    0.046
    2.77047    2.906487    0.046
    2.72894    2.900099    0.048
    2.68741    2.908725    0.050
    2.64588    2.929460    0.049
    2.60436    2.959896    0.045
    2.56283    2.999148    0.038
    2.52130    3.042228    0.030
    2.47977    3.117278    0.027
    2.43824    3.167516    0.018
    2.39671    3.223511    0.010
    2.35519    3.282509    0.005
    2.31366    3.341822    0.002
    2.27213    3.399704    0.005
    2.23060    3.463200    0.013
    2.18907    3.539694    0.028
    2.14755    3.593915    0.027
    2.10602    3.576981    0.028
    2.06449    3.552737    0.040
    2.02296    3.521586    0.086
    1.98143    3.469100    0.382
    1.93990    3.469382    0.770
    1.89838    3.530550    0.826
    1.85685    3.573543    0.838
    1.81532    3.587075    0.840
    1.81532    3.587075    0.840
    1.79456    3.583862    0.838
    1.77379    3.573757    0.837
    1.75303    3.557471    0.833
    1.73226    3.535979    0.827
    1.71150    3.510598    0.810
    1.69074    3.486584    0.745
    1.66997    3.499057    0.343
    1.64921    3.541376    0.068
    1.62844    3.579907    0.032
    1.60768    3.622283    0.024
    1.58692    3.668992    0.024
    1.56615    3.719501    0.024
    1.54539    3.772260    0.026
    1.52462    3.822977    0.028
    1.50386    3.857716    0.030
    1.48309    3.844818    0.039
    1.46233    3.800951    0.057
    1.44157    3.763525    0.076
    1.42080    3.735048    0.114
    1.40004    3.738371    0.247
    1.37927    3.841315    0.565
    1.35851    3.927943    0.634
    1.33775    3.999639    0.640
    1.31698    4.065083    0.639
    1.29622    4.118899    0.632
    1.27545    4.149126    0.613
    1.25469    4.139254    0.578
    1.23393    4.105666    0.544
    1.21316    4.083196    0.529
    1.19240    4.067261    0.519
    1.17163    4.059050    0.515
    1.15087    4.054731    0.510
    1.15087    4.054731    0.510
    1.11490    4.061544    0.515
    1.07894    4.062322    0.524
    1.04297    4.057197    0.535
    1.00701    4.045069    0.549
    0.97104    4.024586    0.563
    0.93508    3.996541    0.577
    0.89912    3.956868    0.588
    0.86315    3.907403    0.594
    0.82719    3.848296    0.597
    0.79122    3.781344    0.599
    0.75526    3.693160    0.583
    0.71929    3.603829    0.571
    0.68333    3.503480    0.548
    0.64736    3.396328    0.515
    0.61140    3.277085    0.462
    0.57543    3.147814    0.388
    0.53947    3.008037    0.278
    0.50350    2.935260    0.483
    0.46754    2.960604    0.540
    0.43158    2.953395    0.564
    0.39561    2.940151    0.036
    0.35965    3.076705    0.029
    0.32368    3.012980    0.077
    0.28772    2.974285    0.061
    0.25175    3.015226    0.308
    0.21579    2.983677    0.562
    0.17982    2.990814    0.642
    0.14386    3.071370    0.076
    0.10789    3.128339    0.042
    0.07193    3.121644    0.021
    0.03596    3.115942    0.019
    0.00000    3.119012    0.033

# Band-Index    24
    0.00000    3.264822    0.027
    0.03596    3.243999    0.027
    0.07193    3.204647    0.028
    0.10789    3.150296    0.031
    0.14386    3.128824    0.031
    0.17982    3.080494    0.035
    0.21579    3.032132    0.042
    0.25175    3.017582    0.737
    0.28772    3.096375    0.739
    0.32368    3.179069    0.058
    0.35965    3.150572    0.090
    0.39561    3.332496    0.091
    0.43158    3.457002    0.089
    0.46754    3.576452    0.749
    0.50350    3.679703    0.747
    0.53947    3.776568    0.082
    0.57543    3.864915    0.084
    0.61140    3.955692    0.087
    0.64736    4.040388    0.092
    0.68333    4.118596    0.101
    0.71929    4.190156    0.112
    0.75526    4.253922    0.130
    0.79122    4.306809    0.155
    0.82719    4.350283    0.185
    0.86315    4.383789    0.232
    0.89912    4.410472    0.289
    0.93508    4.432762    0.352
    0.97104    4.449816    0.419
    1.00701    4.467085    0.481
    1.04297    4.482455    0.541
    1.07894    4.495491    0.595
    1.11490    4.504365    0.637
    1.15087    4.509308    0.668
    1.15087    4.509308    0.668
    1.17163    4.495921    0.684
    1.19240    4.467037    0.688
    1.21316    4.424908    0.684
    1.23393    4.369111    0.671
    1.25469    4.301795    0.640
    1.27545    4.255799    0.607
    1.29622    4.249943    0.584
    1.31698    4.272271    0.559
    1.33775    4.312767    0.485
    1.35851    4.358174    0.326
    1.37927    4.353503    0.187
    1.40004    4.301671    0.123
    1.42080    4.231791    0.093
    1.44157    4.156463    0.081
    1.46233    4.078651    0.077
    1.48309    3.999373    0.080
    1.50386    3.955990    0.078
    1.52462    3.965034    0.073
    1.54539    3.995181    0.070
    1.56615    4.032050    0.066
    1.58692    4.071439    0.064
    1.60768    4.111197    0.061
    1.62844    4.150330    0.060
    1.64921    4.188484    0.059
    1.66997    4.224540    0.057
    1.69074    4.257662    0.056
    1.71150    4.287309    0.053
    1.73226    4.312849    0.052
    1.75303    4.333598    0.050
    1.77379    4.348923    0.048
    1.79456    4.358299    0.047
    1.81532    4.361166    0.047
    1.81532    4.361166    0.047
    1.85685    4.349140    0.048
    1.89838    4.308004    0.053
    1.93990    4.236949    0.061
    1.98143    4.139089    0.072
    2.02296    4.018284    0.077
    2.06449    3.886587    0.077
    2.10602    3.754356    0.067
    2.14755    3.635410    0.048
    2.18907    3.601805    0.033
    2.23060    3.598936    0.045
    2.27213    3.583521    0.056
    2.31366    3.554347    0.070
    2.35519    3.508212    0.078
    2.39671    3.448214    0.085
    2.43824    3.378558    0.089
    2.47977    3.302255    0.091
    2.52130    3.251180    0.095
    2.56283    3.184344    0.094
    2.60436    3.131204    0.099
    2.64588    3.089417    0.111
    2.68741    3.063052    0.129
    2.72894    3.048952    0.160
    2.77047    3.048701    0.199
    2.81200    3.030425    0.282
    2.85352    3.005638    0.401
    2.89505    3.028687    0.166
    2.93658    3.053714    0.038
    2.97811    3.111622    0.035
    3.01964    3.135052    0.023
    3.06117    3.176635    0.037
    3.10269    3.238358    0.023
    3.14422    3.264822    0.027

# Band-Index    25
    3.14422    3.269351    0.019
    3.10269    3.240141    0.029
    3.06117    3.205339    0.030
    3.01964    3.155725    0.036
    2.97811    3.123600    0.047
    2.93658    3.094735    0.088
    2.89505    3.113428    0.739
    2.85352    3.240866    0.744
    2.81200    3.382774    0.749
    2.77047    3.523046    0.758
    2.72894    3.675982    0.763
    2.68741    3.827765    0.765
    2.64588    3.974811    0.765
    2.60436    4.109242    0.766
    2.56283    4.233369    0.767
    2.52130    4.347326    0.765
    2.47977    4.445657    0.764
    2.43824    4.534500    0.763
    2.39671    4.611113    0.760
    2.35519    4.676847    0.759
    2.31366    4.733792    0.757
    2.27213    4.782739    0.757
    2.23060    4.828439    0.760
    2.18907    4.872339    0.763
    2.14755    4.916203    0.770
    2.10602    4.961730    0.777
    2.06449    5.008324    0.786
    2.02296    5.055970    0.796
    1.98143    5.103282    0.809
    1.93990    5.147114    0.819
    1.89838    5.183647    0.827
    1.85685    5.208131    0.832
    1.81532    5.216515    0.832
    1.81532    5.216515    0.832
    1.79456    5.214252    0.832
    1.77379    5.206752    0.831
    1.75303    5.193967    0.828
    1.73226    5.175800    0.823
    1.71150    5.152295    0.817
    1.69074    5.124006    0.809
    1.66997    5.090940    0.801
    1.64921    5.053475    0.791
    1.62844    5.011938    0.780
    1.60768    4.967411    0.768
    1.58692    4.920189    0.754
    1.56615    4.870346    0.742
    1.54539    4.818772    0.727
    1.52462    4.766020    0.712
    1.50386    4.713184    0.695
    1.48309    4.660635    0.679
    1.46233    4.609192    0.659
    1.44157    4.560890    0.638
    1.42080    4.517063    0.610
    1.40004    4.483135    0.568
    1.37927    4.471818    0.490
    1.35851    4.511588    0.340
    1.33775    4.605158    0.169
    1.31698    4.698264    0.088
    1.29622    4.752325    0.057
    1.27545    4.764516    0.067
    1.25469    4.719571    0.033
    1.23393    4.633554    0.043
    1.21316    4.597233    0.052
    1.19240    4.576642    0.064
    1.17163    4.570083    0.078
    1.15087    4.569621    0.101
    1.15087    4.569621    0.101
    1.11490    4.586602    0.122
    1.07894    4.601057    0.160
    1.04297    4.609869    0.211
    1.00701    4.608782    0.269
    0.97104    4.594019    0.335
    0.93508    4.566919    0.405
    0.89912    4.523076    0.473
    0.86315    4.471496    0.536
    0.82719    4.416874    0.589
    0.79122    4.352939    0.625
    0.75526    4.285649    0.659
    0.71929    4.212639    0.685
    0.68333    4.135472    0.704
    0.64736    4.054477    0.718
    0.61140    3.967276    0.729
    0.57543    3.872250    0.738
    0.53947    3.778673    0.744
    0.50350    3.681392    0.083
    0.46754    3.578397    0.085
    0.43158    3.479082    0.750
    0.39561    3.380709    0.746
    0.35965    3.280045    0.744
    0.32368    3.184367    0.741
    0.28772    3.168438    0.151
    0.25175    3.058228    0.368
    0.21579    3.126322    0.124
    0.17982    3.147738    0.056
    0.14386    3.145625    0.030
    0.10789    3.173827    0.028
    0.07193    3.214199    0.026
    0.03596    3.246861    0.021
    0.00000    3.269351    0.019

# Band-Index    26
    0.00000    3.690188    0.017
    0.03596    3.451042    0.016
    0.07193    3.431374    0.019
    0.10789    3.417507    0.020
    0.14386    3.388088    0.019
    0.17982    3.362028    0.016
    0.21579    3.444580    0.018
    0.25175    3.478991    0.018
    0.28772    3.552817    0.017
    0.32368    3.640997    0.016
    0.35965    3.746395    0.017
    0.39561    3.863893    0.017
    0.43158    3.975118    0.014
    0.46754    4.106242    0.015
    0.50350    4.230983    0.017
    0.53947    4.348390    0.017
    0.57543    4.442333    0.019
    0.61140    4.550909    0.019
    0.64736    4.644005    0.020
    0.68333    4.727243    0.021
    0.71929    4.805113    0.022
    0.75526    4.875941    0.025
    0.79122    4.938019    0.026
    0.82719    4.992460    0.028
    0.86315    5.039492    0.030
    0.89912    5.081582    0.033
    0.93508    5.118797    0.035
    0.97104    5.151703    0.036
    1.00701    5.179171    0.039
    1.04297    5.202300    0.041
    1.07894    5.218515    0.043
    1.11490    5.228140    0.044
    1.15087    5.230578    0.048
    1.15087    5.230578    0.048
    1.17163    5.200206    0.050
    1.19240    5.154775    0.053
    1.21316    5.093874    0.057
    1.23393    5.014696    0.063
    1.25469    4.887404    0.070
    1.27545    4.800389    0.037
    1.29622    4.772297    0.055
    1.31698    4.786939    0.049
    1.33775    4.837665    0.043
    1.35851    4.897746    0.039
    1.37927    4.963861    0.035
    1.40004    5.034161    0.034
    1.42080    5.107805    0.030
    1.44157    5.184747    0.028
    1.46233    5.263553    0.027
    1.48309    5.344053    0.025
    1.50386    5.424635    0.025
    1.52462    5.504282    0.022
    1.54539    5.581960    0.022
    1.56615    5.656846    0.021
    1.58692    5.728835    0.022
    1.60768    5.796108    0.022
    1.62844    5.858446    0.021
    1.64921    5.915979    0.023
    1.66997    5.966623    0.022
    1.69074    6.010171    0.023
    1.71150    6.046416    0.022
    1.73226    6.075901    0.023
    1.75303    6.098153    0.022
    1.77379    6.113303    0.023
    1.79456    6.121862    0.023
    1.81532    6.124249    0.023
    1.81532    6.124249    0.023
    1.85685    6.115099    0.023
    1.89838    6.085810    0.022
    1.93990    6.040038    0.021
    1.98143    5.982068    0.021
    2.02296    5.914454    0.020
    2.06449    5.842105    0.019
    2.10602    5.765276    0.019
    2.14755    5.686910    0.018
    2.18907    5.609811    0.016
    2.23060    5.535827    0.015
    2.27213    5.466561    0.014
    2.31366    5.397854    0.014
    2.35519    5.324476    0.013
    2.39671    5.245086    0.014
    2.43824    5.156091    0.014
    2.47977    5.055827    0.014
    2.52130    4.948960    0.014
    2.56283    4.823051    0.015
    2.60436    4.677405    0.014
    2.64588    4.517321    0.015
    2.68741    4.345179    0.014
    2.72894    4.163500    0.013
    2.77047    4.003285    0.013
    2.81200    3.854845    0.019
    2.85352    3.698787    0.018
    2.89505    3.584640    0.020
    2.93658    3.486479    0.020
    2.97811    3.414568    0.018
    3.01964    3.405157    0.020
    3.06117    3.436904    0.018
    3.10269    3.462522    0.017
    3.14422    3.690188    0.017

# Band-Index    27
    3.14422    4.892675    0.014
    3.10269    5.175908    0.012
    3.06117    5.278295    0.011
    3.01964    5.398549    0.012
    2.97811    5.503994    0.014
    2.93658    5.603846    0.014
    2.89505    5.706480    0.018
    2.85352    5.820141    0.020
    2.81200    5.943128    0.018
    2.77047    6.073592    0.016
    2.72894    6.188532    0.091
    2.68741    6.314378    0.086
    2.64588    6.455672    0.085
    2.60436    6.620599    0.079
    2.56283    6.806807    0.079
    2.52130    7.009032    0.078
    2.47977    7.206725    0.016
    2.43824    7.448871    0.015
    2.39671    7.653173    0.101
    2.35519    7.808725    0.117
    2.31366    7.915060    0.043
    2.27213    7.788931    0.049
    2.23060    7.646742    0.055
    2.18907    7.506975    0.060
    2.14755    7.378518    0.065
    2.10602    7.268508    0.069
    2.06449    7.178983    0.074
    2.02296    7.105459    0.080
    1.98143    7.051836    0.086
    1.93990    7.016341    0.088
    1.89838    7.009383    0.089
    1.85685    7.032582    0.086
    1.81532    7.053092    0.080
    1.81532    7.053092    0.080
    1.79456    7.047623    0.080
    1.77379    7.018983    0.080
    1.75303    6.974286    0.080
    1.73226    6.923130    0.082
    1.71150    6.868878    0.086
    1.69074    6.813106    0.089
    1.66997    6.755788    0.095
    1.64921    6.696426    0.099
    1.62844    6.635036    0.104
    1.60768    6.574388    0.107
    1.58692    6.512893    0.111
    1.56615    6.450054    0.113
    1.54539    6.387260    0.115
    1.52462    6.324001    0.115
    1.50386    6.261930    0.117
    1.48309    6.200161    0.116
    1.46233    6.139995    0.116
    1.44157    6.081169    0.113
    1.42080    6.024754    0.112
    1.40004    5.970856    0.111
    1.37927    5.919938    0.110
    1.35851    5.871139    0.108
    1.33775    5.825151    0.106
    1.31698    5.783367    0.103
    1.29622    5.745117    0.104
    1.27545    5.711370    0.103
    1.25469    5.681736    0.101
    1.23393    5.656666    0.100
    1.21316    5.637880    0.100
    1.19240    5.623511    0.100
    1.17163    5.614959    0.100
    1.15087    5.610335    0.101
    1.15087    5.610335    0.101
    1.11490    5.640944    0.100
    1.07894    5.714291    0.096
    1.04297    5.826533    0.091
    1.00701    5.972474    0.085
    0.97104    6.145700    0.081
