#K-Path(1/A) Energy-Level(eV)
# NKPTS & NBANDS: 124  48
# Band-Index    1
   0.00000   -61.10943   1.00000   0.00000
   0.04427   -61.10927   1.00000   0.00000
   0.08854   -61.10881   1.00000   0.00000
   0.13282   -61.10805   1.00000   0.00000
   0.17709   -61.10701   1.00000   0.00000
   0.22136   -61.10569   1.00000   0.00000
   0.26563   -61.10412   1.00000   0.00000
   0.30991   -61.10232   1.00000   0.00000
   0.35418   -61.10030   1.00000   0.00000
   0.39845   -61.09812   1.00000   0.00000
   0.44272   -61.09578   1.00000   0.00000
   0.48700   -61.09333   1.00000   0.00000
   0.53127   -61.09080   1.00000   0.00000
   0.57554   -61.08822   1.00000   0.00000
   0.61981   -61.08562   1.00000   0.00000
   0.66408   -61.08304   1.00000   0.00000
   0.70836   -61.08051   1.00000   0.00000
   0.75263   -61.07806   1.00000   0.00000
   0.79690   -61.07572   1.00000   0.00000
   0.84117   -61.07352   1.00000   0.00000
   0.88545   -61.07146   1.00000   0.00000
   0.92972   -61.06959   1.00000   0.00000
   0.97399   -61.06790   1.00000   0.00000
   1.01826   -61.06642   1.00000   0.00000
   1.06254   -61.06515   1.00000   0.00000
   1.10681   -61.06409   1.00000   0.00000
   1.15108   -61.06324   1.00000   0.00000
   1.19535   -61.06260   1.00000   0.00000
   1.23962   -61.06216   1.00000   0.00000
   1.28390   -61.06191   1.00000   0.00000
   1.32817   -61.06182   1.00000   0.00000
   1.32817   -61.06182   1.00000   0.00000
   1.35031   -61.06184   1.00000   0.00000
   1.37244   -61.06190   1.00000   0.00000
   1.39458   -61.06199   1.00000   0.00000
   1.41671   -61.06211   1.00000   0.00000
   1.43885   -61.06226   1.00000   0.00000
   1.46099   -61.06243   1.00000   0.00000
   1.48312   -61.06263   1.00000   0.00000
   1.50526   -61.06285   1.00000   0.00000
   1.52739   -61.06308   1.00000   0.00000
   1.54953   -61.06333   1.00000   0.00000
   1.57167   -61.06359   1.00000   0.00000
   1.59380   -61.06386   1.00000   0.00000
   1.61594   -61.06413   1.00000   0.00000
   1.63808   -61.06440   1.00000   0.00000
   1.66021   -61.06467   1.00000   0.00000
   1.68235   -61.06494   1.00000   0.00000
   1.70448   -61.06521   1.00000   0.00000
   1.72662   -61.06546   1.00000   0.00000
   1.74876   -61.06570   1.00000   0.00000
   1.77089   -61.06593   1.00000   0.00000
   1.79303   -61.06615   1.00000   0.00000
   1.81517   -61.06634   1.00000   0.00000
   1.83730   -61.06652   1.00000   0.00000
   1.85944   -61.06668   1.00000   0.00000
   1.88157   -61.06682   1.00000   0.00000
   1.90371   -61.06693   1.00000   0.00000
   1.92585   -61.06702   1.00000   0.00000
   1.94798   -61.06709   1.00000   0.00000
   1.97012   -61.06713   1.00000   0.00000
   1.99225   -61.06714   1.00000   0.00000
   1.99225   -61.06714   1.00000   0.00000
   2.01439   -61.06713   1.00000   0.00000
   2.03653   -61.06709   1.00000   0.00000
   2.05866   -61.06702   1.00000   0.00000
   2.08080   -61.06693   1.00000   0.00000
   2.10294   -61.06682   1.00000   0.00000
   2.12507   -61.06668   1.00000   0.00000
   2.14721   -61.06652   1.00000   0.00000
   2.16934   -61.06634   1.00000   0.00000
   2.19148   -61.06615   1.00000   0.00000
   2.21362   -61.06593   1.00000   0.00000
   2.23575   -61.06570   1.00000   0.00000
   2.25789   -61.06546   1.00000   0.00000
   2.28002   -61.06521   1.00000   0.00000
   2.30216   -61.06494   1.00000   0.00000
   2.32430   -61.06467   1.00000   0.00000
   2.34643   -61.06440   1.00000   0.00000
   2.36857   -61.06413   1.00000   0.00000
   2.39071   -61.06386   1.00000   0.00000
   2.41284   -61.06359   1.00000   0.00000
   2.43498   -61.06333   1.00000   0.00000
   2.45711   -61.06308   1.00000   0.00000
   2.47925   -61.06285   1.00000   0.00000
   2.50139   -61.06263   1.00000   0.00000
   2.52352   -61.06243   1.00000   0.00000
   2.54566   -61.06226   1.00000   0.00000
   2.56779   -61.06211   1.00000   0.00000
   2.58993   -61.06199   1.00000   0.00000
   2.61207   -61.06190   1.00000   0.00000
   2.63420   -61.06184   1.00000   0.00000
   2.65634   -61.06182   1.00000   0.00000
   2.65634   -61.06182   1.00000   0.00000
   2.70061   -61.06191   1.00000   0.00000
   2.74488   -61.06216   1.00000   0.00000
   2.78916   -61.06260   1.00000   0.00000
   2.83343   -61.06324   1.00000   0.00000
   2.87770   -61.06409   1.00000   0.00000
   2.92197   -61.06515   1.00000   0.00000
