 &plot nbnd=  34, nks=    61 /
    1.264    1.265    2.086    2.087
            0.300000  0.173205  0.000000
  -62.598  -62.598  -38.435  -38.435  -36.007  -36.007  -35.887  -35.887  -14.726  -14.724
  -14.111  -14.110   -6.828   -6.828   -5.727   -5.721   -5.650   -5.644   -4.435   -4.435
   -3.342   -3.341   -3.236   -3.236   -2.711   -2.711    0.399    0.400    0.498    0.498
    1.412    1.413    2.177    2.178
            0.325000  0.187638  0.000000
  -62.596  -62.596  -38.443  -38.443  -36.023  -36.023  -35.891  -35.891  -14.580  -14.578
  -14.051  -14.050   -6.935   -6.935   -5.898   -5.897   -5.665   -5.663   -4.536   -4.536
   -3.426   -3.426   -3.122   -3.122   -2.749   -2.749    0.416    0.416    0.525    0.525
    1.557    1.558    2.255    2.256
            0.350000  0.202072  0.000000
  -62.593  -62.593  -38.451  -38.451  -36.038  -36.038  -35.894  -35.894  -14.439  -14.438
  -13.994  -13.992   -7.058   -7.058   -6.061   -6.061   -5.680   -5.679   -4.626   -4.626
   -3.502   -3.501   -3.018   -3.018   -2.743   -2.743    0.416    0.416    0.594    0.594
    1.692    1.693    2.321    2.321
            0.375000  0.216506  0.000000
  -62.591  -62.591  -38.458  -38.458  -36.051  -36.051  -35.896  -35.896  -14.309  -14.307
  -13.941  -13.939   -7.183   -7.182   -6.208   -6.208   -5.704   -5.704   -4.704   -4.704
   -3.565   -3.565   -2.927   -2.927   -2.698   -2.698    0.421    0.422    0.678    0.678
    1.810    1.811    2.375    2.375
            0.400000  0.230939  0.000000
  -62.589  -62.589  -38.464  -38.464  -36.063  -36.063  -35.897  -35.897  -14.193  -14.192
  -13.895  -13.893   -7.298   -7.297   -6.334   -6.334   -5.737   -5.737   -4.769   -4.769
   -3.617   -3.617   -2.851   -2.851   -2.629   -2.629    0.434    0.434    0.765    0.766
    1.908    1.909    2.417    2.417
            0.425000  0.245373  0.000000
  -62.587  -62.587  -38.469  -38.469  -36.072  -36.072  -35.898  -35.898  -14.097  -14.095
  -13.857  -13.855   -7.396   -7.395   -6.437   -6.436   -5.773   -5.772   -4.820   -4.819
   -3.656   -3.656   -2.791   -2.791   -2.551   -2.551    0.451    0.451    0.849    0.849
    1.983    1.984    2.448    2.449
            0.450000  0.259807  0.000000
  -62.586  -62.586  -38.473  -38.473  -36.079  -36.079  -35.899  -35.899  -14.024  -14.023
  -13.828  -13.827   -7.471   -7.470   -6.512   -6.512   -5.803   -5.803   -4.856   -4.856
   -3.684   -3.684   -2.748   -2.748   -2.481   -2.481    0.467    0.467    0.920    0.920
    2.036    2.037    2.471    2.471
            0.475000  0.274240  0.000000
  -62.585  -62.585  -38.475  -38.475  -36.084  -36.084  -35.899  -35.899  -13.979  -13.978
  -13.810  -13.809   -7.517   -7.517   -6.558   -6.558   -5.824   -5.824   -4.878   -4.878
   -3.700   -3.700   -2.722   -2.722   -2.432   -2.432    0.479    0.479    0.968    0.968
    2.067    2.068    2.483    2.484
            0.500000  0.288674  0.000000
  -62.585  -62.585  -38.476  -38.476  -36.085  -36.085  -35.899  -35.899  -13.963  -13.963
  -13.804  -13.804   -7.533   -7.533   -6.573   -6.573   -5.832   -5.832   -4.885   -4.885
   -3.706   -3.706   -2.714   -2.714   -2.415   -2.415    0.484    0.484    0.985    0.985
    2.078    2.078    2.488    2.488
            0.491665  0.303105  0.000000
  -62.585  -62.585  -38.477  -38.475  -36.086  -36.084  -35.900  -35.899  -13.964  -13.959
  -13.803  -13.803   -7.530   -7.528   -6.577   -6.575   -5.831   -5.829   -4.888   -4.886
   -3.705   -3.704   -2.769   -2.724   -2.421   -2.371    0.479    0.491    0.975    0.999
    2.079    2.088    2.470    2.480
            0.483330  0.317536  0.000000
  -62.585  -62.585  -38.478  -38.474  -36.087  -36.082  -35.901  -35.900  -13.962  -13.953
  -13.801  -13.800   -7.519   -7.514   -6.587   -6.583   -5.828   -5.823   -4.894   -4.890
   -3.702   -3.701   -2.865   -2.799   -2.391   -2.316    0.477    0.500    0.968    1.015
    2.090    2.111    2.426    2.447
            0.474995  0.331967  0.000000
  -62.585  -62.585  -38.479  -38.474  -36.087  -36.081  -35.903  -35.902  -13.958  -13.944
  -13.797  -13.795   -7.500   -7.493   -6.602   -6.596   -5.822   -5.815   -4.901   -4.896
   -3.697   -3.697   -2.983   -2.912   -2.349   -2.264    0.477    0.511    0.965    1.035
    2.111    2.144    2.362    2.395
            0.466660  0.346398  0.000000
  -62.585  -62.585  -38.480  -38.473  -36.087  -36.079  -35.906  -35.904  -13.950  -13.932
  -13.791  -13.789   -7.473   -7.463   -6.623   -6.614   -5.814   -5.804   -4.910   -4.903
   -3.692   -3.692   -3.120   -3.047   -2.309   -2.218    0.475    0.519    0.968    1.059
    2.132    2.184    2.283    2.335
            0.458325  0.360828  0.000000
  -62.584  -62.584  -38.482  -38.473  -36.087  -36.076  -35.909  -35.907  -13.941  -13.918
  -13.783  -13.782   -7.438   -7.426   -6.649   -6.639   -5.803   -5.790   -4.918   -4.909
   -3.689   -3.688   -3.270   -3.197   -2.273   -2.179    0.470    0.523    0.979    1.090
    2.128    2.168    2.259    2.298
            0.449990  0.375259  0.000000
  -62.584  -62.584  -38.483  -38.472  -36.087  -36.074  -35.912  -35.911  -13.929  -13.902
  -13.775  -13.772   -7.395   -7.381   -6.680   -6.668   -5.790   -5.775   -4.924   -4.914
   -3.688   -3.685   -3.431   -3.361   -2.241   -2.144    0.460    0.520    1.000    1.127
    2.070    2.071    2.316    2.317
            0.441655  0.389690  0.000000
  -62.584  -62.584  -38.484  -38.472  -36.087  -36.071  -35.916  -35.915  -13.915  -13.884
  -13.765  -13.762   -7.345   -7.328   -6.716   -6.702   -5.774   -5.758   -4.927   -4.916
   -3.693   -3.685   -3.598   -3.533   -2.213   -2.114    0.443    0.506    1.031    1.170
    1.966    1.981    2.367    2.387
            0.433320  0.404121  0.000000
  -62.584  -62.584  -38.486  -38.472  -36.086  -36.068  -35.921  -35.920  -13.899  -13.865
  -13.754  -13.751   -7.287   -7.269   -6.756   -6.741   -5.758   -5.740   -4.926   -4.914
   -3.789   -3.715   -3.689   -3.683   -2.187   -2.085    0.420    0.482    1.073    1.219
    1.859    1.885    2.432    2.464
            0.424985  0.418552  0.000000
  -62.583  -62.583  -38.487  -38.472  -36.086  -36.065  -35.925  -35.925  -13.882  -13.844
  -13.742  -13.739   -7.223   -7.203   -6.799   -6.783   -5.740   -5.721   -4.920   -4.908
   -3.968   -3.899   -3.699   -3.696   -2.161   -2.057    0.388    0.447    1.123    1.274
    1.756    1.789    2.503    2.544
            0.416650  0.432983  0.000000
  -62.583  -62.583  -38.488  -38.472  -36.085  -36.062  -35.931  -35.930  -13.864  -13.822
  -13.730  -13.726   -7.153   -7.131   -6.844   -6.826   -5.722   -5.703   -4.909   -4.897
   -4.152   -4.086   -3.714   -3.709   -2.134   -2.028    0.350    0.404    1.179    1.334
    1.660    1.699    2.577    2.626
            0.408315  0.447414  0.000000
  -62.582  -62.582  -38.490  -38.472  -36.085  -36.058  -35.937  -35.935  -13.845  -13.800
  -13.717  -13.713   -7.076   -7.054   -6.890   -6.871   -5.704   -5.686   -4.893   -4.880
   -4.335   -4.274   -3.735   -3.728   -2.105   -1.997    0.306    0.354    1.238    1.395
    1.571    1.616    2.652    2.706
            0.399980  0.461844  0.000000
  -62.582  -62.582  -38.491  -38.473  -36.084  -36.055  -35.942  -35.939  -13.826  -13.778
  -13.705  -13.700   -6.996   -6.972   -6.935   -6.915   -5.687   -5.670   -4.874   -4.859
   -4.515   -4.460   -3.761   -3.751   -2.074   -1.963    0.257    0.299    1.296    1.450
    1.500    1.545    2.724    2.785
            0.391645  0.476275  0.000000
  -62.582  -62.582  -38.492  -38.473  -36.084  -36.051  -35.948  -35.943  -13.807  -13.757
  -13.692  -13.687   -6.984   -6.964   -6.904   -6.881   -5.672   -5.659   -4.855   -4.834
   -4.685   -4.640   -3.791   -3.779   -2.041   -1.927    0.205    0.240    1.343    1.412
    1.494    1.531    2.793    2.858
            0.383310  0.490706  0.000000
  -62.581  -62.581  -38.494  -38.473  -36.083  -36.048  -35.954  -35.947  -13.789  -13.736
  -13.681  -13.675   -7.025   -7.004   -6.815   -6.791   -5.661   -5.654   -4.889   -4.824
   -4.795   -4.787   -3.826   -3.811   -2.006   -1.889    0.150    0.180    1.352    1.354
    1.487    1.591    2.855    2.925
            0.374975  0.505137  0.000000
  -62.581  -62.581  -38.495  -38.473  -36.083  -36.045  -35.959  -35.950  -13.772  -13.718
  -13.670  -13.664   -7.063   -7.042   -6.721   -6.699   -5.660   -5.656   -5.021   -4.974
   -4.774   -4.772   -3.862   -3.846   -1.970   -1.849    0.097    0.120    1.303    1.329
    1.523    1.649    2.910    2.984
            0.366640  0.519568  0.000000
  -62.581  -62.581  -38.495  -38.474  -36.083  -36.042  -35.964  -35.953  -13.756  -13.701
  -13.660  -13.654   -7.096   -7.074   -6.626   -6.606   -5.682   -5.661   -5.142   -5.113
   -4.744   -4.742   -3.900   -3.881   -1.934   -1.809    0.046    0.064    1.264    1.299
    1.568    1.701    2.956    3.033
            0.358305  0.533999  0.000000
  -62.581  -62.581  -38.496  -38.474  -36.083  -36.040  -35.968  -35.955  -13.743  -13.687
  -13.653  -13.646   -7.124   -7.102   -6.533   -6.516   -5.726   -5.683   -5.231   -5.222
   -4.714   -4.712   -3.935   -3.915   -1.902   -1.773    0.002    0.014    1.235    1.274
    1.610    1.746    2.992    3.072
            0.349970  0.548429  0.000000
  -62.580  -62.580  -38.497  -38.474  -36.083  -36.038  -35.971  -35.957  -13.734  -13.677
  -13.647  -13.640   -7.144   -7.122   -6.447   -6.436   -5.789   -5.723   -5.292   -5.284
   -4.689   -4.687   -3.965   -3.943   -1.875   -1.743   -0.033   -0.025    1.215    1.257
    1.643    1.781    3.018    3.100
            0.341635  0.562860  0.000000
  -62.580  -62.580  -38.497  -38.475  -36.083  -36.037  -35.972  -35.958  -13.727  -13.671
  -13.643  -13.635   -7.157   -7.134   -6.381   -6.376   -5.849   -5.766   -5.327   -5.309
   -4.671   -4.670   -3.986   -3.963   -1.857   -1.723   -0.056   -0.051    1.204    1.248
    1.664    1.803    3.033    3.116
            0.333300  0.577291  0.000000
  -62.580  -62.580  -38.497  -38.475  -36.083  -36.036  -35.973  -35.958  -13.725  -13.668
  -13.642  -13.634   -7.161   -7.139   -6.354   -6.353   -5.875   -5.786   -5.336   -5.315
   -4.664   -4.664   -3.994   -3.970   -1.851   -1.716   -0.064   -0.060    1.200    1.245
    1.672    1.811    3.038    3.121
            0.316635  0.548427  0.000000
  -62.580  -62.580  -38.497  -38.474  -36.083  -36.037  -35.971  -35.957  -13.735  -13.678
  -13.647  -13.640   -7.143   -7.120   -6.442   -6.433   -5.779   -5.707   -5.311   -5.297
   -4.692   -4.690   -3.961   -3.939   -1.879   -1.747   -0.031   -0.023    1.212    1.254
    1.639    1.777    3.020    3.102
            0.299970  0.519562  0.000000
  -62.581  -62.581  -38.495  -38.473  -36.081  -36.039  -35.965  -35.954  -13.767  -13.712
  -13.665  -13.659   -7.085   -7.063   -6.594   -6.580   -5.603   -5.559   -5.246   -5.235
   -4.762   -4.759   -3.872   -3.853   -1.959   -1.835    0.059    0.076    1.238    1.271
    1.543    1.673    2.973    3.049
            0.283305  0.490697  0.000000
  -62.582  -62.582  -38.492  -38.471  -36.078  -36.041  -35.958  -35.950  -13.824  -13.771
  -13.694  -13.689   -6.987   -6.966   -6.726   -6.714   -5.460   -5.449   -5.134   -5.086
   -4.849   -4.845   -3.748   -3.732   -2.074   -1.960    0.179    0.205    1.266    1.271
    1.407    1.511    2.908    2.975
            0.266640  0.461833  0.000000
  -62.583  -62.583  -38.487  -38.468  -36.072  -36.040  -35.949  -35.945  -13.907  -13.858
  -13.735  -13.730   -6.850   -6.832   -6.814   -6.807   -5.397   -5.394   -4.990   -4.942
   -4.890   -4.867   -3.606   -3.594   -2.202   -2.098    0.296    0.324    1.161    1.283
    1.312    1.336    2.839    2.891
            0.249975  0.432968  0.000000
  -62.585  -62.585  -38.481  -38.464  -36.064  -36.037  -35.941  -35.939  -14.014  -13.971
  -13.786  -13.781   -6.862   -6.861   -6.671   -6.653   -5.380   -5.378   -5.027   -5.014
   -4.694   -4.638   -3.459   -3.449   -2.326   -2.229    0.375    0.390    0.996    1.110
    1.279    1.304    2.774    2.808
            0.233310  0.404104  0.000000
  -62.587  -62.587  -38.474  -38.459  -36.053  -36.032  -35.932  -35.932  -14.143  -14.106
  -13.845  -13.842   -6.870   -6.863   -6.460   -6.444   -5.394   -5.393   -5.077   -5.069
   -4.461   -4.400   -3.314   -3.306   -2.433   -2.342    0.364    0.387    0.881    0.945
    1.246    1.252    2.715    2.729
            0.216645  0.375239  0.000000
  -62.590  -62.590  -38.466  -38.452  -36.040  -36.024  -35.925  -35.922  -14.291  -14.260
  -13.912  -13.909   -6.841   -6.827   -6.219   -6.207   -5.436   -5.430   -5.100   -5.097
   -4.233   -4.170   -3.176   -3.171   -2.518   -2.431    0.263    0.327    0.824    0.838
    1.174    1.185    2.651    2.658
            0.199980  0.346375  0.000000
  -62.593  -62.593  -38.456  -38.445  -36.025  -36.014  -35.918  -35.913  -14.452  -14.427
  -13.984  -13.981   -6.785   -6.766   -5.955   -5.948   -5.494   -5.486   -5.094   -5.091
   -4.023   -3.958   -3.050   -3.047   -2.579   -2.496    0.155    0.240    0.771    0.783
    1.079    1.104    2.566    2.590
            0.183315  0.317510  0.000000
  -62.596  -62.596  -38.445  -38.436  -36.009  -36.002  -35.910  -35.903  -14.621  -14.601
  -14.058  -14.056   -6.720   -6.697   -5.682   -5.680   -5.551   -5.544   -5.051   -5.040
   -3.849   -3.781   -2.942   -2.941   -2.611   -2.533    0.085    0.175    0.716    0.739
    0.976    1.012    2.464    2.501
            0.166650  0.288646  0.000000
  -62.599  -62.599  -38.435  -38.427  -35.993  -35.989  -35.900  -35.893  -14.793  -14.778
  -14.133  -14.131   -6.670   -6.648   -5.586   -5.578   -5.421   -5.410   -4.957   -4.934
   -3.733   -3.667   -2.854   -2.852   -2.599   -2.531    0.072    0.157    0.670    0.696
    0.877    0.922    2.340    2.386
            0.149985  0.259781  0.000000
  -62.603  -62.603  -38.424  -38.418  -35.978  -35.977  -35.889  -35.881  -14.964  -14.952
  -14.207  -14.205   -6.666   -6.648   -5.556   -5.555   -5.200   -5.179   -4.789   -4.756
   -3.693   -3.635   -2.788   -2.785   -2.529   -2.475    0.111    0.185    0.644    0.667
    0.792    0.843    2.191    2.243
            0.133320  0.230916  0.000000
  -62.607  -62.607  -38.413  -38.409  -35.966  -35.965  -35.875  -35.868  -15.128  -15.120
  -14.278  -14.276   -6.718   -6.705   -5.462   -5.457   -5.016   -4.993   -4.549   -4.516
   -3.727   -3.681   -2.746   -2.742   -2.410   -2.372    0.191    0.248    0.648    0.659
    0.734    0.784    2.021    2.077
            0.116655  0.202052  0.000000
  -62.610  -62.610  -38.402  -38.399  -35.956  -35.955  -35.859  -35.854  -15.282  -15.276
  -14.344  -14.343   -6.813   -6.805   -5.312   -5.302   -4.842   -4.823   -4.280   -4.251
   -3.809   -3.773   -2.728   -2.724   -2.270   -2.246    0.298    0.334    0.659    0.682
    0.732    0.763    1.839    1.896
            0.099990  0.173187  0.000000
  -62.613  -62.613  -38.393  -38.391  -35.948  -35.947  -35.842  -35.838  -15.422  -15.419
  -14.404  -14.404   -6.929   -6.925   -5.128   -5.116   -4.663   -4.648   -4.016   -3.996
   -3.910   -3.885   -2.735   -2.732   -2.137   -2.124    0.425    0.439    0.661    0.712
    0.795    0.810    1.652    1.708
            0.083325  0.144323  0.000000
  -62.616  -62.616  -38.384  -38.383  -35.943  -35.942  -35.825  -35.823  -15.546  -15.544
  -14.458  -14.457   -7.049   -7.046   -4.932   -4.919   -4.473   -4.461   -4.023   -4.000
   -3.776   -3.756   -2.769   -2.767   -2.028   -2.022    0.565    0.572    0.689    0.747
    0.887    0.904    1.472    1.525
            0.066660  0.115458  0.000000
  -62.619  -62.619  -38.377  -38.376  -35.938  -35.938  -35.809  -35.808  -15.651  -15.650
  -14.503  -14.502   -7.159   -7.158   -4.741   -4.729   -4.273   -4.266   -4.120   -4.102
   -3.575   -3.561   -2.830   -2.829   -1.949   -1.946    0.708    0.731    0.750    0.811
    0.986    1.004    1.309    1.357
            0.049995  0.086594  0.000000
  -62.621  -62.621  -38.371  -38.371  -35.935  -35.935  -35.796  -35.795  -15.735  -15.734
  -14.539  -14.538   -7.252   -7.251   -4.572   -4.563   -4.200   -4.190   -4.067   -4.060
   -3.418   -3.408   -2.919   -2.918   -1.896   -1.895    0.820    0.833    0.899    0.921
    1.075    1.091    1.174    1.217
            0.033330  0.057729  0.000000
  -62.622  -62.622  -38.367  -38.367  -35.933  -35.933  -35.786  -35.786  -15.796  -15.795
  -14.565  -14.564   -7.322   -7.321   -4.443   -4.437   -4.254   -4.247   -3.868   -3.865
   -3.307   -3.302   -3.031   -3.029   -1.865   -1.865    0.900    0.915    1.029    1.044
    1.080    1.113    1.159    1.164
            0.016665  0.028865  0.000000
  -62.623  -62.623  -38.365  -38.365  -35.932  -35.932  -35.780  -35.780  -15.833  -15.832
  -14.581  -14.580   -7.365   -7.365   -4.372   -4.371   -4.272   -4.271   -3.693   -3.693
   -3.246   -3.243   -3.147   -3.145   -1.850   -1.850    0.958    0.965    1.011    1.017
    1.154    1.157    1.210    1.212
            0.000000  0.000000  0.000000
  -62.623  -62.623  -38.364  -38.364  -35.932  -35.932  -35.778  -35.778  -15.845  -15.845
  -14.586  -14.586   -7.380   -7.380   -4.359   -4.359   -4.268   -4.268   -3.608   -3.608
   -3.244   -3.244   -3.192   -3.192   -1.845   -1.845    0.971    0.971    1.005    1.005
    1.183    1.183    1.234    1.234
