    0.0000  -62.6234
    0.0289  -62.6231
    0.0577  -62.6224
    0.0866  -62.6213
    0.1155  -62.6197
    0.1443  -62.6178
    0.1732  -62.6155
    0.2021  -62.6129
    0.2309  -62.6102
    0.2598  -62.6072
    0.2887  -62.6043
    0.3175  -62.6013
    0.3464  -62.5983
    0.3753  -62.5956
    0.4041  -62.5930
    0.4330  -62.5907
    0.4619  -62.5887
    0.4907  -62.5872
    0.5196  -62.5860
    0.5485  -62.5853
    0.5773  -62.5851
    0.5940  -62.5850
    0.6107  -62.5850
    0.6273  -62.5848
    0.6440  -62.5847
    0.6607  -62.5844
    0.6773  -62.5842
    0.6940  -62.5839
    0.7107  -62.5836
    0.7273  -62.5832
    0.7440  -62.5828
    0.7607  -62.5825
    0.7773  -62.5821
    0.7940  -62.5817
    0.8107  -62.5814
    0.8273  -62.5811
    0.8440  -62.5808
    0.8607  -62.5806
    0.8773  -62.5804
    0.8940  -62.5803
    0.9106  -62.5803
    0.9440  -62.5804
    0.9773  -62.5810
    1.0106  -62.5819
    1.0440  -62.5833
    1.0773  -62.5851
    1.1106  -62.5873
    1.1440  -62.5899
    1.1773  -62.5928
    1.2106  -62.5961
    1.2439  -62.5995
    1.2773  -62.6030
    1.3106  -62.6065
    1.3439  -62.6099
    1.3773  -62.6131
    1.4106  -62.6160
    1.4439  -62.6186
    1.4773  -62.6206
    1.5106  -62.6221
    1.5439  -62.6231
    1.5772  -62.6234
 
    0.0000  -62.6234
    0.0289  -62.6231
    0.0577  -62.6224
    0.0866  -62.6213
    0.1155  -62.6197
    0.1443  -62.6178
    0.1732  -62.6155
    0.2021  -62.6129
    0.2309  -62.6102
    0.2598  -62.6072
    0.2887  -62.6043
    0.3175  -62.6013
    0.3464  -62.5983
    0.3753  -62.5956
    0.4041  -62.5930
    0.4330  -62.5907
    0.4619  -62.5887
    0.4907  -62.5872
    0.5196  -62.5860
    0.5485  -62.5853
    0.5773  -62.5851
    0.5940  -62.5850
    0.6107  -62.5850
    0.6273  -62.5848
    0.6440  -62.5847
    0.6607  -62.5844
    0.6773  -62.5842
    0.6940  -62.5839
    0.7107  -62.5836
    0.7273  -62.5832
    0.7440  -62.5828
    0.7607  -62.5825
    0.7773  -62.5821
    0.7940  -62.5817
    0.8107  -62.5814
    0.8273  -62.5811
    0.8440  -62.5808
    0.8607  -62.5806
    0.8773  -62.5804
    0.8940  -62.5803
    0.9106  -62.5803
    0.9440  -62.5804
    0.9773  -62.5810
    1.0106  -62.5819
    1.0440  -62.5833
    1.0773  -62.5851
    1.1106  -62.5873
    1.1440  -62.5899
    1.1773  -62.5928
    1.2106  -62.5961
    1.2439  -62.5995
    1.2773  -62.6030
    1.3106  -62.6065
    1.3439  -62.6099
    1.3773  -62.6131
    1.4106  -62.6160
    1.4439  -62.6186
    1.4773  -62.6206
    1.5106  -62.6221
    1.5439  -62.6231
    1.5772  -62.6234
 
    0.0000  -38.3638
    0.0289  -38.3644
    0.0577  -38.3663
    0.0866  -38.3694
    0.1155  -38.3736
    0.1443  -38.3789
    0.1732  -38.3852
    0.2021  -38.3924
    0.2309  -38.4002
    0.2598  -38.4086
    0.2887  -38.4173
    0.3175  -38.4262
    0.3464  -38.4349
    0.3753  -38.4433
    0.4041  -38.4512
    0.4330  -38.4583
    0.4619  -38.4644
    0.4907  -38.4694
    0.5196  -38.4730
    0.5485  -38.4752
    0.5773  -38.4760
    0.5940  -38.4769
    0.6107  -38.4780
    0.6273  -38.4791
    0.6440  -38.4803
    0.6607  -38.4816
    0.6773  -38.4829
    0.6940  -38.4842
    0.7107  -38.4856
    0.7273  -38.4870
    0.7440  -38.4884
    0.7607  -38.4898
    0.7773  -38.4911
    0.7940  -38.4923
    0.8107  -38.4935
    0.8273  -38.4946
    0.8440  -38.4955
    0.8607  -38.4963
    0.8773  -38.4968
    0.8940  -38.4972
    0.9106  -38.4973
    0.9440  -38.4968
    0.9773  -38.4950
    1.0106  -38.4919
    1.0440  -38.4874
    1.0773  -38.4814
    1.1106  -38.4741
    1.1440  -38.4655
    1.1773  -38.4559
    1.2106  -38.4455
    1.2439  -38.4346
